일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2012,20.5,30.7,13.3,219.8,439.455
2012,14.8,25.1,4.0,45.0,431.21
2013,27.7,36.2,20.3,242.0,595.235
2013,21.5,31.0,9.2,62.0,470.755
2013,15.5,28.5,3.6,15.5,413.065
2014,23.8,32.3,17.7,405.5,373.625
2014,21.2,29.3,13.1,84.6,475.185
2014,15.3,28.0,2.3,84.0,432.105
2015,25.6,35.5,18.6,59.4,560.08
2015,21.0,30.8,11.5,42.4,522.105
2015,15.6,26.0,2.6,99.8,439.15
2016,27.3,35.1,15.3,30.2,606.97
2016,22.3,31.4,12.6,139.3,413.965
2016,16.1,29.5,2.0,128.7,309.87
2017,26.1,35.8,15.2,137.8,544.8
2017,21.0,30.6,10.8,105.0,482.01
2017,15.5,28.0,1.3,35.5,331.165
2018,28.2,38.0,19.6,299.5,411.025
2018,21.3,31.6,9.6,67.0,317.85
2018,13.6,26.9,4.7,161.5,302.54
2019,26.8,35.8,19.0,127.4,482.275
2019,22.2,31.0,11.2,243.0,371.865
2019,16.1,26.9,5.6,86.6,412.415
2020,27.2,34.5,22.4,421.6,474.165
2020,21.0,31.6,12.8,224.3,418.67
2020,14.5,25.2,4.1,6.8,431.115
2021,25.4,33.3,19.3,409.7,496.76
2021,22.4,30.7,15.3,166.6,415.265
2021,16.0,30.7,2.0,50.3,423.275
2000,24.1,32.9,16.2,350.5,462.8
2000,17.8,29.7,5.7,277.0,350.82
2000,11.9,25.7,-1.8,44.5,370.87
2001,24.2,35.7,11.6,60.5,522.68
2001,19.3,31.2,4.9,108.0,512.87
2001,13.7,26.1,2.2,97.5,340.67
2002,22.8,32.4,18.1,731.0,337.19
2002,18.5,31.1,7.5,63.0,443.47
2002,10.7,27.2,-4.1,28.0,389.09
2003,23.4,32.8,13.3,383.0,378.27
2003,20.7,32.0,6.9,217.0,389.21
2003,11.8,27.8,-1.2,28.0,408.05
2004,24.4,34.2,15.5,367.5,474.74
2004,19.7,30.0,9.6,183.0,391.66
2004,12.2,25.5,-1.7,2.5,431.64
2005,23.7,33.0,14.3,415.5,438.95
2005,21.1,31.5,9.3,63.0,367.2
2005,12.2,26.5,-2.5,18.5,366.25
2006,25.3,35.5,18.6,157.0,493.37
2006,18.0,30.7,6.5,18.5,426.68
2006,14.8,28.7,0.6,21.0,398.57
2007,25.6,35.2,19.2,393.0,447.33
2007,20.8,31.2,10.8,417.5,311.91
2007,12.9,27.1,-1.2,39.0,377.34
2008,23.7,34.1,13.9,112.6,523.97
2008,21.1,33.4,3.7,25.0,446.64
2008,14.3,29.8,1.8,13.8,378.44
2009,24.3,33.7,14.8,117.1,496.99
2009,20.2,31.5,9.9,35.6,480.18
2009,13.5,28.4,2.3,30.1,415.87
2010,25.8,34.5,19.5,726.5,430.49
2010,20.7,32.8,5.8,141.6,433.99
2010,12.4,24.8,-4.9,49.8,372.65
2011,24.1,34.1,14.7,449.8,414.38
2011,19.8,33.0,4.8,39.9,496.075
2011,11.6,25.3,-3.0,60.6,417.07
2012,25.3,35.7,16.6,360.3,473.45
2012,18.5,29.5,7.8,325.2,439.455
2012,11.6,24.5,-1.0,57.8,431.21
2013,25.9,34.8,17.4,280.0,595.235
2013,19.8,31.0,4.9,69.8,470.755
2013,13.5,28.0,0.5,62.0,413.065
2014,22.7,31.1,14.8,378.0,373.625
2014,19.4,30.4,7.9,91.7,475.185
2014,13.0,26.9,-0.8,115.6,432.105
2015,24.1,35.6,15.4,67.0,560.08
2015,18.9,29.9,8.1,36.0,522.105
2015,13.4,26.7,-2.9,111.8,439.15
2016,26.0,36.3,14.0,90.0,606.97
2016,20.9,32.0,9.0,234.5,413.965
2016,15.0,29.1,1.7,152.2,309.87
2017,24.7,36.5,12.4,226.0,544.8
2017,19.1,29.5,4.4,115.5,482.01
2017,13.7,28.3,-3.1,57.7,331.165
2018,26.7,37.5,16.2,415.6,411.025
2018,19.5,28.7,5.3,142.9,317.85
2018,11.2,24.2,0.0,117.4,302.54
2019,25.2,35.3,16.1,141.6,482.275
2019,21.0,30.5,8.5,151.8,371.865
2019,14.2,28.5,0.5,121.6,412.415
2020,25.7,32.7,20.4,631.4,474.165
2020,19.0,30.6,8.1,158.0,418.67
2020,12.3,24.1,0.5,7.6,431.115
2021,24.0,33.0,17.6,370.9,496.76
2021,20.8,29.3,11.8,90.8,415.265
2021,13.8,28.7,-1.1,41.3,423.275
2000,25.8,34.1,18.3,438.0,462.8
2000,19.7,30.5,11.3,215.0,350.82
2000,14.7,28.5,2.0,33.0,370.87
2001,25.8,35.4,16.7,78.5,522.68
2001,21.4,32.7,9.6,66.0,512.87
2001,15.9,26.7,5.5,116.0,340.67
2002,24.6,33.7,18.7,410.0,337.19
2002,20.8,32.2,11.3,69.5,443.47
2002,13.6,28.1,-0.4,54.0,389.09
2003,23.9,33.7,16.1,340.0,378.27
2003,21.3,31.7,10.8,194.5,389.21
2003,14.1,27.0,3.2,41.0,408.05
2004,25.6,35.4,17.2,334.5,474.74
2004,21.3,31.7,11.8,171.0,391.66
2004,14.5,25.1,3.0,10.5,431.64
2005,25.7,35.5,17.2,468.0,438.95
2005,22.6,33.5,13.0,231.5,367.2
2005,14.6,27.8,3.0,26.0,366.25
2006,26.9,35.0,20.0,200.5,493.37
2006,19.9,31.3,11.6,42.0,426.68
2006,17.3,27.5,5.5,24.0,398.57
2007,27.3,35.2,20.3,346.0,447.33
2007,21.8,32.4,12.3,564.5,311.91
2007,15.0,28.0,4.3,59.0,377.34
2008,26.0,35.9,17.9,94.3,523.97
2008,22.9,34.0,7.6,32.4,446.64
2008,16.9,29.7,7.2,10.7,378.44
2009,25.9,34.2,17.4,188.6,496.99
2009,21.9,31.2,14.5,80.8,480.18
2009,16.7,28.6,7.0,36.7,415.87
2010,28.1,35.6,23.1,623.8,430.49
2010,23.5,34.8,9.2,109.1,433.99
2010,15.0,25.7,-1.4,41.6,372.65
2011,26.0,35.9,16.8,660.5,414.38
2011,21.7,32.7,11.2,52.1,496.075
2011,14.1,25.6,1.2,25.2,417.07
2012,27.6,37.8,17.4,532.3,473.45
2012,21.0,31.3,13.1,242.1,439.455
2012,15.5,26.3,4.4,53.8,431.21
2013,28.3,37.1,20.1,227.0,595.235
2013,22.0,32.4,10.6,54.5,470.755
2013,15.8,28.5,4.7,15.9,413.065
2014,24.2,32.7,18.2,392.3,373.625
2014,21.7,30.1,13.2,85.5,475.185
2014,15.8,29.7,3.5,122.9,432.105
2015,25.9,36.6,18.3,88.2,560.08
2015,21.6,31.5,12.8,18.1,522.105
2015,16.1,26.6,3.0,120.9,439.15
2016,27.6,36.4,15.4,115.8,606.97
2016,22.7,32.2,12.7,195.4,413.965
2016,16.5,30.4,2.1,150.0,309.87
2017,26.0,35.8,15.0,192.8,544.8
2017,20.7,30.4,9.3,108.1,482.01
2017,15.0,27.9,0.8,50.9,331.165
2018,27.9,38.4,19.9,291.9,411.025
2018,20.7,31.4,9.2,103.5,317.85
2018,12.9,25.8,3.9,152.3,302.54
2019,26.0,34.7,18.0,200.1,482.275
2019,21.6,30.2,10.4,300.9,371.865
2019,15.4,26.8,5.0,100.8,412.415
2020,27.2,34.0,21.3,530.4,474.165
2020,20.4,30.9,11.8,211.4,418.67
2020,13.9,25.1,3.3,5.9,431.115
2021,25.1,33.7,19.2,358.7,496.76
2021,22.1,30.1,14.3,156.8,415.265
2021,15.6,30.7,0.9,39.9,423.275
2000,25.5,34.1,17.5,503.5,462.8
2000,19.5,31.0,7.2,203.5,350.82
2000,13.6,27.8,-0.3,34.5,370.87
2001,25.1,35.2,13.5,169.5,522.68
2001,20.7,31.8,6.5,107.0,512.87
2001,14.7,25.8,3.4,78.5,340.67
2002,24.5,33.9,19.6,768.0,337.19
2002,20.1,32.9,8.6,96.0,443.47
2002,12.2,27.6,-3.2,48.5,389.09
2003,24.2,34.4,16.2,358.0,378.27
2003,21.9,33.2,8.6,279.5,389.21
2003,12.2,28.2,-1.0,31.5,408.05
2004,25.0,35.0,16.1,441.0,474.74
2004,20.4,30.3,9.8,197.0,391.66
2004,12.8,26.1,-1.7,3.5,431.64
2005,25.2,34.5,16.7,251.0,438.95
2005,22.6,32.5,10.8,105.5,367.2
2005,13.1,27.7,-2.0,12.0,366.25
2006,26.5,35.9,20.3,275.5,493.37
2006,18.8,30.3,8.6,37.5,426.68
2006,15.5,28.6,2.2,23.0,398.57
2007,26.6,35.0,19.8,521.5,447.33
2007,21.4,30.7,12.6,508.0,311.91
2007,13.9,27.6,0.2,79.0,377.34
2008,24.6,33.7,14.7,117.7,523.97
2008,21.7,33.9,4.8,19.7,446.64
2008,15.0,29.8,2.6,18.6,378.44
2009,24.9,33.6,14.8,116.7,496.99
2009,20.5,32.0,10.2,25.4,480.18
2009,13.2,27.2,1.6,37.7,415.87
2010,26.6,34.7,20.5,405.0,430.49
2010,21.8,33.2,6.5,166.5,433.99
2010,13.5,25.6,-3.2,51.4,372.65
2011,25.1,34.4,16.7,255.8,414.38
2011,21.0,33.9,5.9,201.1,496.075
2011,12.6,26.1,-1.9,43.0,417.07
2012,26.4,35.9,17.3,334.3,473.45
2012,19.7,30.3,8.5,287.8,439.455
2012,12.7,26.0,0.1,61.1,431.21
2013,27.0,35.5,19.4,297.0,595.235
2013,20.8,31.4,7.6,104.6,470.755
2013,15.1,28.2,1.9,105.8,413.065
2014,23.5,30.8,16.8,376.5,373.625
2014,20.5,30.2,11.0,114.0,475.185
2014,14.3,25.9,1.4,90.5,432.105
2015,24.4,35.9,16.1,82.9,560.08
2015,20.0,29.5,10.3,64.1,522.105
2015,14.4,27.0,-0.6,106.2,439.15
2016,26.5,36.2,15.4,122.7,606.97
2016,21.8,31.2,13.2,216.6,413.965
2016,15.7,29.3,3.2,210.5,309.87
2017,25.5,37.0,13.7,184.6,544.8
2017,20.3,29.5,6.5,117.6,482.01
2017,15.1,28.4,-1.8,94.1,331.165
2018,27.3,37.2,19.0,437.0,411.025
2018,20.7,29.1,7.1,91.3,317.85
2018,12.5,25.2,1.8,90.2,302.54
2019,26.0,35.4,17.0,130.2,482.275
2019,22.1,31.7,11.3,170.0,371.865
2019,15.9,28.6,2.2,181.9,412.415
2020,27.2,34.7,21.6,657.0,474.165
2020,20.5,31.4,10.2,216.6,418.67
2020,13.9,25.9,2.2,11.9,431.115
2021,25.1,34.6,17.7,315.9,496.76
2021,21.8,30.0,12.5,108.5,415.265
2021,14.8,29.8,-1.2,54.9,423.275
2000,23.1,31.1,15.4,393.5,462.8
2000,17.2,28.2,5.2,243.0,350.82
2000,11.3,25.9,-1.3,49.0,370.87
2001,22.9,34.0,10.6,91.0,522.68
2001,18.2,29.2,4.8,97.0,512.87
2001,12.9,24.7,2.0,82.0,340.67
2002,22.3,32.0,16.1,789.5,337.19
2002,17.6,31.2,7.0,68.5,443.47
2002,10.1,26.7,-4.0,35.0,389.09
2003,22.1,30.6,13.0,420.5,378.27
2003,19.2,29.0,5.8,264.0,389.21
2003,10.4,26.6,-2.2,18.0,408.05
2004,23.2,32.2,14.1,314.0,474.74
2004,18.4,28.7,8.5,198.5,391.66
2004,11.0,23.7,-2.2,0.5,431.64
2005,22.8,32.2,13.3,343.5,438.95
2005,19.9,30.1,7.5,69.0,367.2
2005,11.1,24.3,-3.0,15.5,366.25
2006,24.1,33.2,17.2,165.5,493.37
2006,16.5,28.6,6.0,37.0,426.68
2006,13.6,26.7,0.6,23.0,398.57
2007,24.2,32.4,17.7,347.5,447.33
2007,19.4,29.2,9.6,461.0,311.91
2007,12.0,24.7,-1.2,45.0,377.34
2008,22.6,32.4,11.8,159.6,523.97
2008,19.3,32.0,2.5,21.7,446.64
2008,13.0,27.6,0.6,20.5,378.44
2009,22.8,31.9,13.3,95.7,496.99
2009,18.7,30.2,8.2,32.9,480.18
2009,12.3,26.0,1.6,48.1,415.87
2010,25.4,33.6,18.9,675.9,430.49
2010,20.2,31.5,5.7,218.9,433.99
2010,11.9,24.5,-4.9,59.7,372.65
2011,23.3,32.3,14.0,461.6,414.38
2011,18.8,31.1,4.2,56.2,496.075
2011,11.1,24.3,-2.7,57.5,417.07
2012,24.5,34.1,15.8,504.0,473.45
2012,17.6,27.4,7.1,387.6,439.455
2012,11.1,24.3,-0.7,68.7,431.21
2013,24.7,33.8,15.8,261.3,595.235
2013,18.2,29.0,4.0,113.3,470.755
2013,12.3,26.3,-0.7,79.0,413.065
2014,22.1,30.4,13.8,405.6,373.625
2014,18.4,29.8,8.3,127.6,475.185
2014,12.4,25.0,-1.7,119.2,432.105
2015,22.8,34.2,14.7,99.9,560.08
2015,17.6,29.4,6.6,31.5,522.105
2015,12.1,25.4,-3.9,149.5,439.15
2016,24.5,34.1,15.2,113.4,606.97
2016,19.6,29.8,7.5,212.5,413.965
2016,13.9,28.0,0.7,191.2,309.87
2017,23.4,35.3,11.7,262.7,544.8
2017,17.6,29.2,3.4,148.0,482.01
2017,12.6,27.2,-4.2,72.3,331.165
2018,25.4,36.5,13.7,565.5,411.025
2018,18.1,27.9,4.1,133.6,317.85
2018,10.2,23.0,-1.1,143.5,302.54
2019,24.0,33.9,13.7,88.4,482.275
2019,20.1,29.8,8.2,239.1,371.865
2019,13.0,26.7,-1.3,127.4,412.415
2020,25.3,33.2,18.7,623.4,474.165
2020,17.8,29.3,5.9,268.2,418.67
2020,11.1,23.9,-1.3,8.5,431.115
2021,23.2,32.8,16.1,380.7,496.76
2021,19.8,29.2,9.7,111.8,415.265
2021,12.6,29.5,-2.6,49.8,423.275
2007,26.9,35.2,20.7,41.5,447.33
2007,21.6,31.0,11.9,0.0,311.91
2007,14.45,28.6,3.7,6.5,377.34
2008,25.7,35.2,17.2,91.7,448.4
2008,22.7,34.2,7.7,61.1,366.45
2008,16.3,30.3,5.9,10.9,313.96
2009,25.5,34.0,16.3,207.7,422.96
2009,21.5,30.6,13.8,59.5,393.56
2009,16.3,28.0,7.7,29.3,358.54
2010,27.9,35.3,23.4,627.3,383.96
2010,23.3,33.4,9.3,175.3,373.32
2010,14.9,26.8,-0.5,55.0,324.01
2011,26.0,35.6,18.0,527.9,410.25
2011,21.7,33.0,10.9,34.5,493.8
2011,14.3,26.0,1.3,17.3,416.07
2012,27.7,36.4,17.4,507.9,472.54
2012,21.0,31.3,13.1,210.8,434.89
2012,15.2,26.0,3.7,59.1,431.69
2013,28.2,36.6,19.8,293.9,591.33
2013,22.1,31.7,9.6,25.6,472.94
2013,16.1,28.9,3.8,12.1,425.17
2014,24.4,33.4,18.2,477.1,369.62
2014,21.9,30.4,14.5,68.0,477.15
2014,16.1,29.2,3.0,96.7,431.5
2015,25.3,36.2,18.1,99.6,550.91
2015,20.8,30.5,12.5,33.1,520.13
2015,15.6,25.9,4.3,106.3,434.51
2016,27.3,37.0,15.1,56.5,600.27
2016,22.8,32.3,14.1,160.0,414.57
2016,16.8,31.6,4.6,153.5,302.32
2017,26.4,36.2,15.2,336.7,556.25
2017,21.2,31.0,9.3,115.5,470.28
2017,15.0,28.1,0.6,40.6,226.69
2018,27.3,37.7,19.8,247.4,341.94
2018,20.4,30.2,9.6,143.5,274.33
2018,12.7,25.7,2.6,146.0,249.84
2019,26.0,34.5,17.7,236.1,553.48
2019,21.8,30.2,10.3,234.7,394.67
2019,15.5,27.4,4.3,118.5,408.85
2020,27.3,33.7,21.1,464.9,512.86
2020,20.7,31.2,11.3,237.4,431.01
2020,14.1,25.6,3.0,8.1,439.98
2021,25.3,34.4,18.9,329.7,509.17
2021,22.3,30.4,14.1,161.7,407.46
2021,15.8,30.6,1.5,43.2,417.8
2008,24.7,34.4,15.8,95.4,646.11
2008,21.6,33.3,5.3,26.5,534.76
2008,14.9,29.4,3.1,19.7,476.58
2009,24.7,34.1,15.8,230.9,529.42
2009,20.6,31.3,12.0,28.8,500.43
2009,14.3,27.2,3.6,39.2,455.76
2010,26.8,34.8,20.9,531.1,439.45
2010,22.0,33.0,7.2,190.5,453.27
2010,13.6,25.1,-2.3,50.5,404.44
2011,25.7,35.2,17.2,363.9,504.95
2011,21.7,34.3,8.4,38.5,571.58
2011,13.4,26.4,-0.7,51.0,502.04
2012,27.0,37.5,18.1,434.3,491.61
2012,20.3,30.6,10.5,270.7,463.77
2012,13.7,26.1,1.6,58.6,453.39
2013,27.6,36.3,18.7,243.5,622.57
2013,21.5,32.8,8.3,70.7,492.32
2013,15.5,29.2,1.8,51.4,466.17
2014,24.3,31.8,16.5,440.3,443.92
2014,21.1,31.5,11.4,178.6,508.15
2014,14.9,28.3,1.1,113.6,461.65
