일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2009,8.9,24.8,-3.9,28.0,244.47
2009,1.5,12.1,-9.0,58.9,223.69
2010,-0.6,14.6,-11.8,45.8,269.85
2010,8.3,19.9,-2.2,27.0,301.32
2010,1.8,17.8,-9.8,57.1,219.01
2011,-4.9,4.0,-14.4,10.5,280.865
2011,12.1,27.6,-1.4,100.3,242.42
2011,1.1,11.4,-9.8,25.6,231.76
2012,-1.2,8.7,-10.8,33.5,257.105
2012,7.4,18.9,-2.1,52.1,262.79
2012,-0.9,12.7,-13.2,65.9,225.49
2013,-1.1,14.1,-14.5,17.8,262.035
2013,8.4,23.7,-1.9,78.7,251.375
2013,2.3,13.7,-5.8,26.8,223.29
2014,1.1,13.4,-9.5,7.5,301.0
2014,9.4,19.2,-0.9,79.5,270.205
2014,0.3,11.4,-11.4,71.3,228.2
2015,0.9,12.8,-9.2,50.0,265.565
2015,11.0,22.1,-0.4,111.8,175.42
2015,4.3,14.7,-5.6,75.5,215.94
2016,-0.4,14.8,-14.7,60.2,242.055
2016,8.0,21.0,-2.7,39.0,284.98
2016,3.1,18.4,-7.6,48.0,236.285
2017,0.1,13.5,-10.8,25.9,290.78
2017,6.9,21.4,-3.3,8.4,268.79
2017,0.5,13.5,-10.9,43.0,219.365
2018,-2.1,10.1,-14.7,41.5,202.75
2018,8.3,18.4,-1.3,39.7,219.595
2018,1.5,19.3,-10.1,34.4,191.47
2019,0.0,8.7,-8.0,16.9,229.765
2019,9.0,20.8,-3.0,56.0,307.265
2019,3.4,16.1,-7.4,32.3,236.1
2020,2.7,17.7,-7.1,73.3,232.095
2020,8.9,23.7,-0.7,69.8,279.4
2020,1.1,12.7,-10.9,34.9,263.365
2021,-0.4,13.6,-17.6,42.6,274.14
2021,9.0,22.6,-1.5,94.8,280.285
2021,2.8,14.1,-10.0,23.1,250.05
2000,6.0,21.7,-7.3,51.5,239.66
2000,0.2,16.0,-11.4,7.0,249.66
2001,-1.9,11.4,-19.7,53.1,237.9
2001,5.5,19.2,-4.3,17.0,279.71
2001,0.5,13.6,-9.3,41.6,220.99
2002,1.1,17.2,-11.8,95.6,211.37
2002,4.1,20.7,-7.0,36.2,289.82
2002,2.1,14.5,-9.5,35.4,234.41
2003,-2.9,11.1,-19.3,40.8,279.44
2003,9.2,24.3,-6.4,40.0,236.12
2003,0.8,15.0,-13.5,21.2,228.66
2004,-2.1,12.3,-15.3,9.6,278.84
2004,7.0,23.7,-3.9,67.0,265.9
2004,2.0,18.6,-8.8,25.5,243.25
2005,-2.3,11.3,-13.3,14.0,269.02
2005,6.4,24.6,-8.3,41.5,298.2
2005,-3.1,14.8,-19.3,28.5,235.13
2006,0.7,13.6,-10.6,18.0,244.19
2006,8.2,23.3,-4.0,37.5,264.67
2006,0.8,15.6,-12.1,24.5,227.62
2007,0.0,12.3,-9.6,23.4,256.49
2007,5.3,20.7,-7.5,4.5,296.93
2007,1.5,15.5,-6.9,46.3,97.01
2008,-0.5,11.7,-11.1,31.6,179.675
2008,6.9,22.9,-8.2,13.1,264.34
2008,1.2,17.3,-10.6,9.2,223.13
2009,-1.6,14.4,-15.3,17.0,268.28
2009,5.8,24.1,-8.3,22.5,244.47
2009,-1.2,11.5,-18.4,37.1,223.69
2010,-3.4,12.4,-18.3,22.3,269.85
2010,5.1,19.3,-6.6,6.1,301.32
2010,-0.4,15.4,-14.3,29.9,219.01
2011,-6.3,3.6,-17.0,3.3,280.865
2011,10.4,26.7,-4.2,126.0,242.42
2011,0.0,11.4,-11.3,6.0,231.76
2012,-1.9,10.8,-15.2,14.9,257.105
2012,5.6,18.6,-5.6,50.9,262.79
2012,-2.3,9.6,-14.7,58.0,225.49
2013,-3.1,13.4,-18.4,20.0,262.035
2013,6.5,22.1,-3.5,71.0,251.375
2013,1.0,13.2,-8.6,31.7,223.29
2014,-0.2,14.4,-11.0,13.3,301.0
2014,8.0,19.0,-3.4,79.2,270.205
2014,-1.2,9.9,-10.2,41.6,228.2
2015,-0.5,10.2,-11.7,38.4,265.565
2015,9.9,20.9,-3.2,93.7,175.42
2015,3.3,15.4,-7.1,49.3,215.94
2016,-1.2,13.7,-17.0,30.0,242.055
2016,7.4,19.9,-3.5,19.1,284.98
2016,2.2,18.4,-9.0,46.7,236.285
2017,-0.4,14.3,-13.1,14.1,290.78
2017,5.9,20.4,-4.6,5.2,268.79
2017,-0.7,12.5,-12.5,28.2,219.365
2018,-2.5,10.9,-16.4,41.0,202.75
2018,7.4,20.9,-3.5,38.1,219.595
2018,1.0,18.5,-11.8,36.6,191.47
2019,-0.6,10.9,-10.1,20.2,229.765
2019,8.6,22.8,-5.1,26.5,307.265
2019,2.1,14.7,-9.4,36.1,236.1
2020,2.3,17.5,-9.3,59.8,232.095
2020,8.2,22.7,-2.6,33.1,279.4
2020,0.0,11.1,-12.3,12.1,263.365
2021,-0.8,14.5,-19.7,34.1,274.14
2021,7.2,21.5,-3.4,76.2,280.285
2021,1.2,14.1,-12.5,5.9,250.05
2000,3.9,20.7,-9.0,57.0,239.66
2000,-1.2,14.9,-13.7,12.8,249.66
2001,-4.9,7.9,-18.5,73.8,237.9
2001,4.0,17.1,-5.6,23.5,279.71
2001,-1.7,11.3,-15.3,57.0,220.99
2002,-0.3,16.1,-12.8,108.1,211.37
2002,1.9,16.5,-8.8,49.4,289.82
2002,-0.1,13.3,-14.3,63.0,234.41
2003,-4.8,7.5,-21.3,41.5,279.44
2003,7.6,23.1,-7.8,33.0,236.12
2003,-0.1,13.6,-12.5,24.1,228.66
2004,-3.5,11.6,-16.5,10.9,278.84
2004,6.2,22.5,-4.5,78.0,265.9
2004,0.7,15.8,-11.0,28.2,243.25
2005,-3.6,10.3,-14.8,19.1,269.02
2005,5.3,22.7,-8.8,36.0,298.2
2005,-4.7,11.1,-23.2,31.9,235.13
2006,-1.3,11.3,-13.5,19.0,244.19
2006,6.5,20.8,-4.6,54.5,264.67
2006,-0.5,13.8,-13.5,27.5,227.62
2007,-1.8,9.8,-14.1,17.0,256.49
2007,4.1,20.7,-9.3,10.5,296.93
2007,0.5,14.5,-9.3,47.5,97.01
2008,-2.3,10.5,-14.0,30.4,179.675
2008,5.1,20.9,-9.8,15.3,264.34
2008,0.1,14.3,-15.6,16.0,223.13
2009,-3.5,10.6,-18.8,20.4,268.28
2009,5.7,22.1,-7.6,29.8,244.47
2009,-0.8,11.6,-14.8,47.1,223.69
2010,-3.3,13.2,-17.0,39.7,269.85
2010,4.2,17.2,-6.9,28.5,301.32
2010,-1.5,15.2,-14.0,45.7,219.01
2011,-8.8,2.2,-21.2,2.6,280.865
2011,9.1,24.6,-5.1,133.1,242.42
2011,-1.6,10.5,-13.8,4.5,231.76
2012,-3.7,8.2,-15.2,12.7,257.105
2012,4.3,17.7,-7.1,71.3,262.79
2012,-3.9,13.1,-17.7,75.3,225.49
2013,-5.0,10.7,-23.3,23.2,262.035
2013,4.4,19.9,-6.6,93.2,251.375
2013,-1.1,10.9,-11.6,30.0,223.29
2014,-2.4,12.5,-17.2,10.8,301.0
2014,6.4,18.1,-5.0,83.5,270.205
2014,-2.3,9.2,-13.5,41.2,228.2
2015,-1.5,11.9,-14.6,40.0,265.565
2015,8.4,20.5,-3.1,118.7,175.42
2015,1.6,13.8,-11.7,86.7,215.94
2016,-3.0,15.5,-17.5,24.9,242.055
2016,5.4,18.1,-6.6,24.0,284.98
