일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2016,22.1,29.7,14.7,74.4,529.07
2016,26.1,34.2,18.7,198.5,573.87
2016,26.6,35.7,16.1,47.0,612.33
2016,22.0,32.2,13.5,157.7,413.36
2017,18.1,30.8,8.1,30.2,519.03
2017,21.5,31.7,10.8,17.7,480.25
2017,27.0,34.5,21.8,277.8,367.52
2017,25.9,35.3,14.5,243.4,420.5
2017,20.6,30.1,8.6,115.1,363.99
2018,17.9,29.4,6.9,64.2,428.52
2018,22.1,33.9,13.3,168.4,452.34
2018,27.0,35.8,19.9,183.7,501.83
2018,27.8,37.8,20.6,269.6,437.19
2018,20.9,30.1,9.8,118.1,339.42
2019,17.7,30.0,3.1,57.9,543.51
2019,20.8,31.4,12.0,72.2,447.02
2019,24.8,32.8,18.4,142.9,393.61
2019,26.0,35.1,17.6,238.8,411.07
2019,21.8,29.9,9.9,247.5,349.06
2020,17.6,27.5,8.1,100.3,437.58
2020,22.4,33.0,12.7,136.4,423.26
2020,23.0,30.3,16.8,454.2,299.53
2020,27.4,34.0,21.0,362.3,386.87
2020,20.7,31.6,10.9,227.9,322.06
2021,17.1,29.5,3.9,93.5,616.69
2021,22.7,32.4,15.0,143.2,631.7
2021,26.8,35.0,19.6,185.5,621.75
2021,25.7,34.0,19.1,345.7,497.4
2021,22.4,30.9,13.5,139.9,426.77
2000,15.7,30.1,4.1,29.5,542.32
2000,20.8,30.6,10.9,137.0,484.32
2000,25.4,34.1,17.6,198.0,506.71
2000,25.6,34.6,17.5,471.5,462.8
2000,19.3,31.7,8.3,209.5,350.82
2001,16.8,30.8,6.1,16.5,628.22
2001,20.7,31.2,10.8,208.0,436.22
2001,25.3,34.2,18.3,161.0,475.69
2001,25.1,35.2,16.2,86.0,522.68
2001,20.3,31.6,7.5,36.0,512.87
2002,16.5,28.8,9.3,134.0,530.37
2002,21.4,32.2,13.0,63.5,601.79
2002,25.1,35.7,18.7,187.5,470.15
2002,24.5,34.2,19.1,380.5,337.19
2002,20.7,31.2,11.3,47.0,443.47
2003,17.6,31.1,5.8,147.5,568.6
2003,21.0,29.8,11.6,158.5,445.99
2003,23.4,33.5,18.0,563.0,355.07
2003,24.7,34.7,16.7,307.5,378.27
2003,21.9,31.7,11.1,167.5,389.21
2004,16.5,27.7,7.6,97.5,500.95
2004,21.8,30.7,9.6,272.0,496.24
2004,25.9,34.2,19.3,266.5,468.73
2004,26.2,35.2,18.0,269.0,474.74
2004,21.8,32.5,11.6,199.5,391.66
2005,16.2,27.2,5.3,65.0,627.55
2005,21.6,31.1,14.1,113.5,535.44
2005,24.9,32.5,18.3,468.5,428.87
2005,25.2,35.5,16.7,363.0,438.95
2005,21.9,32.0,12.1,154.0,367.2
2006,17.7,30.1,9.0,142.5,532.0
2006,22.0,31.6,14.8,142.5,536.63
2006,24.8,34.2,18.5,484.0,327.32
2006,27.3,35.7,20.6,88.5,493.37
2006,20.4,31.3,11.8,31.0,426.68
2007,18.4,29.7,8.6,72.5,597.19
2007,22.5,32.2,15.0,116.0,497.5
2007,24.9,33.5,19.0,274.0,420.17
2007,27.2,35.7,20.5,582.0,447.33
2007,22.0,32.0,12.5,677.0,311.91
2008,17.3,31.8,6.2,109.5,568.795
2008,21.4,29.3,12.2,197.5,442.62
2008,26.5,34.0,20.6,106.7,418.09
2008,25.5,36.0,17.8,208.3,523.97
2008,22.5,33.4,8.3,29.5,446.64
2009,17.9,31.6,8.1,97.9,637.41
2009,22.2,32.3,13.6,111.5,595.53
2009,24.5,30.6,17.9,462.7,400.88
2009,25.5,33.7,17.1,162.0,496.99
2009,21.5,30.8,14.3,55.0,480.18
2010,16.7,29.7,3.6,119.0,597.05
2010,21.9,32.7,12.5,21.8,579.38
2010,25.7,34.0,19.7,266.6,482.84
2010,27.2,34.6,21.6,362.6,430.49
2010,22.6,34.2,7.7,116.5,433.99
2011,17.6,28.4,5.4,100.5,537.005
2011,21.9,31.3,13.7,107.1,560.64
2011,26.1,34.9,18.1,364.8,484.375
2011,25.8,35.4,17.5,348.1,414.38
2011,21.3,31.6,11.0,29.3,496.075
2012,18.0,29.1,8.7,25.8,666.735
2012,22.8,32.2,13.7,50.1,570.91
2012,25.7,34.5,19.8,238.5,498.1
2012,27.0,36.1,17.8,631.8,473.45
2012,20.5,30.7,13.3,219.8,439.455
2013,17.0,28.9,5.2,133.3,622.635
2013,22.4,31.4,13.9,69.4,551.915
2013,26.7,33.8,21.6,334.5,481.53
2013,27.7,36.2,20.3,242.0,595.235
2013,21.5,31.0,9.2,62.0,470.755
2014,17.7,31.9,4.9,43.5,726.06
2014,22.3,29.4,16.5,65.3,575.625
2014,24.9,35.2,19.0,163.1,484.025
2014,23.8,32.3,17.7,405.5,373.625
2014,21.2,29.3,13.1,84.6,475.185
2015,17.4,31.0,5.5,44.1,706.575
2015,21.7,31.4,12.4,120.3,531.185
2015,24.8,34.1,17.1,123.6,527.205
2015,25.6,35.5,18.6,59.4,560.08
2015,21.0,30.8,11.5,42.4,522.105
2016,18.4,29.9,8.1,99.9,698.695
2016,22.3,30.5,14.5,42.0,546.125
2016,26.2,34.7,19.3,220.7,569.415
2016,27.3,35.1,15.3,30.2,606.97
2016,22.3,31.4,12.6,139.3,413.965
2017,18.2,30.4,9.4,38.3,698.945
2017,21.7,30.3,11.9,25.2,652.36
2017,27.1,35.7,21.1,372.6,488.685
2017,26.1,35.8,15.2,137.8,544.8
2017,21.0,30.6,10.8,105.0,482.01
2018,17.9,29.7,8.5,112.5,409.5
2018,22.4,34.3,13.7,105.0,433.98
2018,27.4,37.2,19.2,258.2,467.35
2018,28.2,38.0,19.6,299.5,411.025
2018,21.3,31.6,9.6,67.0,317.85
2019,17.9,31.0,5.2,60.7,635.11
2019,21.0,31.8,12.7,89.0,517.805
2019,25.3,34.5,18.0,225.5,447.33
2019,26.8,35.8,19.0,127.4,482.275
2019,22.2,31.0,11.2,243.0,371.865
2020,17.6,28.1,8.8,111.9,606.415
2020,22.4,32.8,13.5,157.6,545.17
2020,23.1,31.3,17.7,509.8,369.31
2020,27.2,34.5,22.4,421.6,474.165
2020,21.0,31.6,12.8,224.3,418.67
2021,17.1,29.0,6.3,81.7,602.245
2021,22.3,31.7,14.8,97.1,615.065
2021,26.7,35.0,20.5,224.6,584.155
2021,25.4,33.3,19.3,409.7,496.76
2021,22.4,30.7,15.3,166.6,415.265
2000,15.1,32.8,0.1,34.5,542.32
2000,20.2,30.6,9.1,176.5,484.32
2000,24.2,32.5,17.0,298.0,506.71
