일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2001,26.1,33.1,19.0,123.1,581.725
2001,23.0,29.1,15.3,51.9,560.275
2001,18.8,24.6,14.3,81.9,397.935
2001,11.3,22.4,1.7,15.3,319.36
2001,5.1,15.0,-1.2,33.3,217.585
2002,24.8,32.3,20.2,451.2,413.98
2002,22.3,30.7,15.3,90.1,507.255
2002,16.4,26.1,6.1,34.8,402.01
2002,8.6,19.1,0.7,4.9,297.635
2002,6.3,16.4,-2.7,22.4,214.28
2003,24.7,30.4,20.2,344.0,435.22
2003,22.9,30.2,16.8,349.1,462.58
2003,16.8,24.4,8.9,10.8,456.095
2003,12.9,22.5,2.0,55.7,272.6
2003,5.5,14.8,-2.9,32.5,241.105
2004,25.6,32.7,19.3,416.9,584.435
2004,22.6,30.6,17.1,139.3,417.64
2004,17.1,25.6,9.9,1.6,487.16
2004,12.1,20.1,4.2,54.0,313.54
2004,6.7,16.1,-2.6,40.8,239.15
2005,25.3,32.4,19.1,194.0,502.63
2005,23.1,29.8,18.3,61.0,410.455
2005,17.1,26.1,7.7,30.3,409.795
2005,11.6,22.2,2.2,58.5,303.255
2005,1.4,13.9,-9.3,5.4,233.52
2006,26.9,33.0,21.1,113.4,610.535
2006,21.3,28.6,16.7,106.5,459.485
2006,19.6,27.0,13.6,53.4,448.92
2006,12.2,22.1,2.7,30.7,286.27
2006,5.6,15.3,-6.4,14.3,233.08
2007,26.1,31.2,20.3,269.1,522.71
2007,22.1,28.6,17.7,312.0,369.425
2007,17.6,26.7,7.9,94.3,425.96
2007,10.5,18.7,-1.5,0.1,313.665
2007,6.1,15.3,-2.2,32.6,203.35
2008,25.3,31.3,19.5,152.2,595.97
2008,23.2,30.6,13.9,39.4,458.0
2008,18.6,25.5,11.2,34.2,413.49
2008,11.1,19.2,-1.0,14.4,282.82
2008,5.3,15.6,-6.1,5.6,247.47
2009,24.8,31.2,20.3,54.3,565.48
2009,22.5,28.6,17.9,40.7,517.47
2009,18.1,25.9,12.2,55.1,454.7
2009,10.4,21.6,0.0,39.6,262.32
2009,4.7,15.9,-5.4,13.2,233.59
2010,26.7,32.5,23.4,303.5,544.06
2010,23.4,30.6,15.7,270.4,477.61
2010,17.2,24.8,5.7,36.5,448.47
2010,10.3,18.3,1.9,6.6,350.11
2010,4.2,16.7,-7.4,29.2,248.43
2011,25.3,31.4,19.3,398.2,410.545
2011,23.3,32.1,14.5,30.7,519.895
2011,17.0,24.9,7.3,72.2,443.61
2011,13.5,23.6,1.1,185.0,253.34
2011,3.8,12.6,-4.8,5.3,254.98
2012,27.1,34.3,20.8,559.0,491.44
2012,21.9,28.3,14.1,360.1,473.82
2012,17.2,24.6,8.2,38.0,435.51
2012,9.5,17.5,1.4,52.5,273.635
2012,2.3,12.0,-7.3,96.7,231.175
2013,27.0,33.7,22.3,246.7,634.655
2013,23.2,30.9,16.7,70.1,494.2
2013,18.4,26.9,9.0,48.1,448.795
2013,10.3,22.1,-0.7,52.9,300.61
2013,4.9,13.4,-3.6,1.7,262.07
2014,24.3,29.5,19.8,662.2,400.195
2014,22.5,28.1,18.6,86.9,478.2
2014,17.7,24.3,11.2,131.7,447.76
2014,11.9,19.3,3.1,61.5,292.86
2014,3.1,12.5,-5.7,12.8,252.24
2015,25.7,32.9,20.2,130.8,550.835
2015,22.1,28.2,17.3,88.8,509.71
2015,17.7,24.5,6.0,43.9,441.665
2015,13.1,21.2,1.2,74.9,187.175
2015,7.0,14.1,-1.7,32.8,224.895
2016,27.7,34.4,17.7,33.8,584.235
2016,23.0,29.2,17.2,317.2,3.79
2016,18.3,26.7,8.4,150.0,250.48
2016,11.4,20.2,1.6,77.7,237.92
2016,6.4,18.6,-2.9,89.3,205.38
2017,27.2,35.9,19.8,311.6,479.52
2017,22.7,29.2,14.7,163.9,373.06
2017,18.1,27.3,7.0,148.3,303.81
2017,10.6,21.5,0.3,0.6,286.46
2017,3.3,12.9,-5.0,16.5,224.85
2018,28.1,34.5,22.8,89.8,539.31
2018,22.1,30.3,15.5,281.4,365.72
2018,16.4,25.6,8.4,146.6,408.18
2018,12.2,20.4,4.5,32.2,268.6
2018,5.2,16.5,-6.6,45.5,224.65
2019,27.0,33.9,21.0,66.5,510.1
2019,23.1,29.0,16.8,280.1,365.05
2019,18.5,27.0,10.6,198.7,387.71
2019,12.8,22.8,3.6,14.7,289.84
2019,6.4,16.4,-3.2,28.6,229.61
2020,27.1,32.6,24.4,180.1,499.55
2020,22.2,28.8,16.5,181.2,404.0
2020,17.3,25.9,8.9,27.6,425.21
2020,12.1,22.5,2.7,15.4,284.23
2020,4.3,12.9,-7.0,13.8,244.6
2021,26.8,34.1,22.0,369.7,449.49
2021,23.2,28.2,19.8,144.7,321.26
2021,18.6,28.9,5.4,45.4,399.2
2021,12.1,23.6,3.9,43.0,333.76
2021,5.7,16.0,-7.7,2.7,315.91
2000,24.6,30.6,20.2,624.8,632.68
2000,19.5,27.2,15.3,130.2,383.36
2000,15.7,24.1,11.4,14.4,416.86
2000,10.1,19.3,4.4,37.0,278.18
2000,6.0,14.9,-0.1,6.6,268.38
2001,25.0,32.8,17.5,99.3,582.99
2001,22.0,28.4,15.9,108.0,589.3
2001,17.5,22.3,12.6,72.4,403.02
2001,11.1,17.0,3.4,26.7,313.72
2001,5.1,12.0,0.3,27.6,198.22
2002,23.0,29.8,17.7,181.2,398.39
2002,21.2,28.4,15.8,79.9,516.99
2002,15.9,25.3,6.7,31.9,397.09
2002,8.7,20.1,2.9,15.9,291.62
2002,5.6,13.0,-1.7,19.7,194.82
2003,23.2,30.8,18.3,218.8,406.35
2003,21.4,29.3,17.0,96.6,455.03
2003,16.3,24.6,11.3,14.5,454.6
2003,11.7,21.3,4.5,42.6,277.57
2003,5.9,12.6,-1.2,8.2,231.13
2004,24.6,32.2,19.0,143.2,584.47
2004,21.5,27.6,14.8,184.7,436.67
2004,16.4,22.9,11.0,8.0,492.14
2004,12.1,20.3,6.0,63.0,313.28
2004,6.9,17.0,-1.9,41.8,225.05
2005,24.3,30.6,19.4,107.1,499.13
2005,21.9,30.3,18.0,29.5,396.8
2005,16.8,24.6,9.1,24.9,415.52
2005,12.4,22.3,6.6,43.8,288.66
2005,3.1,15.9,-4.8,33.0,226.04
2006,26.0,32.3,20.6,178.0,625.31
2006,20.6,29.4,15.4,17.0,468.21
2006,18.4,25.1,13.6,23.1,450.17
2006,12.3,21.7,5.7,44.7,296.67
2006,6.3,13.5,-2.2,24.4,222.76
2007,25.0,31.7,19.6,259.1,508.02
2007,20.9,28.2,16.5,244.6,384.89
2007,16.4,25.4,10.6,149.2,420.82
2007,10.1,17.4,2.9,2.9,314.17
2007,5.9,12.4,-2.3,45.8,202.98
2008,23.4,30.9,18.8,111.3,606.59
2008,21.5,28.1,16.2,73.9,485.96
2008,17.8,25.0,12.2,19.7,423.28
2008,11.7,20.3,1.1,35.3,277.7
2008,6.9,17.4,-2.1,11.7,210.0
2009,24.5,30.7,18.7,95.4,565.48
2009,21.4,27.8,16.1,77.8,517.47
2009,18.0,24.3,12.8,97.5,454.7
2009,11.1,21.1,2.6,22.7,244.37
