일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2000,0.3,13.2,-11.2,28.4,248.43
2001,-4.0,8.2,-18.3,42.2,264.89
2001,5.9,16.5,-3.1,14.2,271.73
2001,-1.1,10.8,-9.9,14.7,255.01
2002,-0.4,15.3,-13.3,31.8,248.52
2002,2.7,16.4,-7.4,12.2,257.57
2002,0.4,15.1,-10.4,17.2,229.33
2003,-4.0,7.6,-16.2,10.4,263.09
2003,9.3,21.8,-4.7,51.6,229.01
2003,0.6,12.8,-9.3,14.1,255.02
2004,-2.2,8.0,-15.9,17.8,290.09
2004,8.4,22.6,-1.5,67.5,268.81
2004,1.8,16.1,-10.2,25.2,263.78
2005,-2.5,8.7,-11.6,5.7,290.62
2005,8.2,21.5,-3.7,38.8,291.48
2005,-3.9,11.7,-14.4,12.0,269.01
2006,-0.4,10.3,-11.2,38.6,247.25
2006,8.4,21.2,-1.2,61.6,250.47
2006,1.2,14.0,-12.1,25.3,216.61
2007,-0.1,11.3,-9.9,9.3,254.26
2007,6.2,19.6,-7.0,57.1,280.94
2007,1.6,14.3,-6.5,11.3,204.88
2008,-1.6,7.9,-12.1,13.6,240.4
2008,7.4,20.1,-6.5,18.5,258.15
2008,0.9,14.5,-12.0,17.4,227.25
2009,-2.6,12.5,-14.6,7.9,274.92
2009,6.9,22.9,-5.8,68.2,234.15
2009,-0.7,11.4,-12.9,18.7,210.09
2010,-4.4,9.2,-18.6,26.9,256.3
2010,6.4,18.0,-4.6,18.1,273.01
2010,-0.8,14.7,-14.3,29.3,219.32
2011,-7.2,3.2,-16.9,11.3,304.07
2011,11.2,25.8,-3.8,46.3,221.64
2011,-0.4,9.9,-12.1,12.4,235.46
2012,-2.7,8.7,-12.7,9.9,258.75
2012,5.7,16.3,-4.2,66.5,256.68
2012,-3.9,9.6,-14.4,47.2,222.62
2013,-3.4,13.7,-18.1,23.1,245.34
2013,6.2,21.8,-5.4,61.9,244.06
2013,0.0,11.5,-9.9,33.5,237.97
2014,-0.6,9.3,-10.8,9.9,273.03
2014,8.5,21.3,-1.9,44.2,215.85
2014,-2.0,8.7,-11.1,27.1,199.15
2015,-0.5,9.3,-10.2,17.5,209.68
2015,9.5,20.7,-4.8,116.0,153.76
2015,2.4,13.4,-9.3,49.3,179.12
2016,-2.1,10.7,-16.2,4.6,219.62
2016,7.0,20.0,-4.6,17.4,211.07
2016,1.7,14.6,-9.5,63.4,185.35
2017,-1.5,11.9,-13.6,19.4,233.11
2017,5.7,20.0,-6.1,37.6,234.02
2017,-1.4,9.0,-11.5,38.5,207.9
2018,-3.6,8.9,-16.8,7.9,231.84
2018,7.7,20.6,-4.3,78.1,271.71
2018,-0.3,13.4,-13.2,24.1,253.86
2019,-1.1,9.2,-10.7,0.5,286.81
2019,7.5,20.7,-3.9,93.2,280.96
2019,1.5,14.3,-10.8,26.2,226.64
2020,1.6,12.2,-7.0,61.0,249.4
2020,7.7,20.7,-5.0,56.8,269.88
2020,-0.4,11.4,-12.6,4.6,261.57
2021,-2.4,14.2,-18.6,24.1,275.0
2021,7.9,21.8,-3.2,104.2,261.76
2021,0.7,13.6,-14.3,12.3,244.23
2000,4.7,21.1,-7.7,22.5,262.15
2000,-0.4,13.3,-12.5,19.8,248.43
2001,-5.0,9.9,-21.8,32.2,264.89
2001,4.3,17.2,-7.6,7.0,271.73
2001,-2.3,11.3,-14.3,10.9,255.01
2002,-1.4,13.6,-19.1,38.8,248.52
2002,2.3,19.7,-9.3,5.1,257.57
2002,-0.1,17.6,-12.8,13.4,229.33
2003,-4.6,5.9,-20.2,15.4,263.09
2003,8.4,21.5,-6.1,48.5,229.01
2003,-0.9,9.3,-12.6,8.6,255.02
2004,-3.6,7.5,-17.7,17.6,290.09
2004,6.8,21.7,-3.5,49.5,268.81
2004,0.4,15.1,-13.5,23.0,263.78
2005,-3.6,9.3,-14.8,5.5,290.62
2005,6.8,21.7,-6.5,44.0,291.48
2005,-4.8,8.1,-17.1,10.6,269.01
2006,-1.1,10.3,-15.1,41.2,247.25
2006,7.0,21.5,-4.4,58.0,250.47
2006,-0.1,13.6,-14.5,12.0,216.61
2007,-1.0,11.6,-13.1,7.0,254.26
