거래년월일,자동차용 경유 가격 (원),전월비(%),평균,거래량
2006-06-03,1250.11,-5.7,3250.0,644540.0
2006-06-04,1250.11,-5.7,3250.0,963154.0
2006-06-05,1250.11,-5.7,3250.0,963154.0
2006-06-06,1250.11,-5.7,3000.0,851390.0
2006-06-07,1250.11,-5.7,3000.0,1066934.0
2006-06-08,1250.11,-5.7,2980.0,976244.0
2006-06-09,1250.11,-5.7,3060.0,1031160.0
2006-06-10,1250.11,-5.7,3020.0,507260.0
2006-06-11,1250.11,-5.7,3020.0,1186062.0
2006-06-12,1250.11,-5.7,3020.0,1186062.0
2006-06-13,1250.11,-5.7,3010.0,1007868.0
2006-06-14,1250.11,-5.7,2950.0,836628.0
2006-06-15,1250.11,-5.7,2970.0,913574.0
2006-06-16,1250.11,-5.7,2970.0,714646.0
2006-06-17,1250.11,-5.7,2890.0,939624.0
2006-06-18,1250.11,-5.7,2890.0,1239582.0
2006-06-19,1250.11,-5.7,2890.0,1239582.0
2006-06-20,1250.11,-5.7,2910.0,1213484.0
2006-06-21,1250.11,-5.7,2970.0,1214204.0
2006-06-22,1250.11,-5.7,3050.0,1119160.0
2006-06-23,1250.11,-5.7,2980.0,582190.0
2006-06-24,1250.11,-5.7,2790.0,239580.0
2006-06-25,1250.11,-5.7,2790.0,465278.0
2006-06-26,1250.11,-5.7,2790.0,465278.0
2006-06-27,1250.11,-5.7,2580.0,378572.0
2006-06-28,1250.11,-5.7,2440.0,333722.0
2006-06-29,1250.11,-5.7,2200.0,375144.0
2006-06-30,1250.11,-5.7,2370.0,288974.0
2006-07-01,1295.58,1.6,2430.0,190296.0
2006-07-02,1295.58,1.6,2430.0,433098.0
2006-07-03,1295.58,1.6,2430.0,433098.0
2006-07-04,1295.58,1.6,2480.0,157340.0
2006-07-05,1295.58,1.6,2580.0,337634.0
2006-07-06,1295.58,1.6,2590.0,283620.0
2006-07-07,1295.58,1.6,2590.0,211880.0
2006-07-08,1295.58,1.6,2730.0,62500.0
2006-07-09,1295.58,1.6,2730.0,401600.0
2006-07-10,1295.58,1.6,2730.0,401600.0
2006-07-11,1295.58,1.6,2960.0,344722.0
2006-07-12,1295.58,1.6,2970.0,348924.0
2006-07-13,1295.58,1.6,2770.0,252960.0
2006-07-14,1295.58,1.6,2740.0,240164.0
2006-07-15,1295.58,1.6,4700.0,186640.0
2006-07-16,1295.58,1.6,4700.0,152294.0
2006-07-17,1295.58,1.6,4700.0,152294.0
2006-07-18,1295.58,1.6,4700.0,496048.0
2006-07-19,1295.58,1.6,4520.0,281750.0
2006-07-20,1295.58,1.6,4550.0,402396.0
2006-07-21,1295.58,1.6,4370.0,452302.0
2006-07-22,1295.58,1.6,4265.0,174529.0
2006-07-23,1295.58,1.6,4265.0,481600.0
2006-07-24,1295.58,1.6,4265.0,481600.0
2006-07-25,1295.58,1.6,4225.0,443316.0
2006-07-26,1295.58,1.6,4280.0,338286.0
2006-07-27,1295.58,1.6,4785.0,134308.0
2006-07-28,1295.58,1.6,4785.0,297010.0
2006-07-29,1295.58,1.6,5355.0,183540.0
2006-07-30,1295.58,1.6,5355.0,351004.0
2006-07-31,1295.58,1.6,5355.0,351004.0
2006-08-01,1298.39,13.1,5355.0,348370.0
2006-08-02,1298.39,13.1,6006.5,265030.0
2006-08-03,1298.39,13.1,6069.0,285120.0
2006-08-04,1298.39,13.1,6675.0,292088.0
2006-08-05,1298.39,13.1,7490.0,167922.0
2006-08-06,1298.39,13.1,7490.0,329938.0
2006-08-07,1298.39,13.1,7490.0,329938.0
2006-08-08,1298.39,13.1,7950.0,242158.0
2006-08-09,1298.39,13.1,8040.0,286958.0
2006-08-10,1298.39,13.1,7870.0,296560.0
2006-08-11,1298.39,13.1,7790.0,210480.0
2006-08-12,1298.39,13.1,7820.0,137540.0
2006-08-13,1298.39,13.1,7820.0,380143.0
2006-08-14,1298.39,13.1,7820.0,380143.0
2006-08-15,1298.39,13.1,8220.0,171092.0
2006-08-16,1298.39,13.1,8220.0,377680.0
2006-08-17,1298.39,13.1,8690.0,222241.0
2006-08-18,1298.39,13.1,9030.0,240624.0
2006-08-19,1298.39,13.1,10450.0,139622.0
2006-08-20,1298.39,13.1,10450.0,307212.0
2006-08-21,1298.39,13.1,10450.0,307212.0
2006-08-22,1298.39,13.1,10950.0,198648.0
2006-08-23,1298.39,13.1,10870.0,231376.0
2006-08-24,1298.39,13.1,10800.0,278782.0
2006-08-25,1298.39,13.1,11150.0,309776.0
2006-08-26,1298.39,13.1,10880.0,175928.0
2006-08-27,1298.39,13.1,10880.0,336386.0
2006-08-28,1298.39,13.1,10880.0,336386.0
2006-08-29,1298.39,13.1,10490.0,291170.0
2006-08-30,1298.39,13.1,10590.0,268617.0
2006-08-31,1298.39,13.1,10590.0,336666.0
2006-09-01,1271.62,1.8,10800.0,132708.0
2006-09-02,1271.62,1.8,10900.0,544154.0
2006-09-03,1271.62,1.8,10900.0,1046783.0
2006-09-04,1271.62,1.8,10900.0,1046783.0
2006-09-05,1271.62,1.8,11050.0,1032056.0
2006-09-06,1271.62,1.8,11150.0,872572.0
2006-09-07,1271.62,1.8,10750.0,897819.0
2006-09-08,1271.62,1.8,10560.0,960406.0
2006-09-09,1271.62,1.8,11010.0,78058.0
2006-09-10,1271.62,1.8,11010.0,215532.0
2006-09-11,1271.62,1.8,11010.0,215532.0
2006-09-12,1271.62,1.8,10760.0,236213.0
2006-09-13,1271.62,1.8,10650.0,1081633.0
2006-09-14,1271.62,1.8,10650.0,932558.0
2006-09-15,1271.62,1.8,10450.0,1133346.0
2006-09-16,1271.62,1.8,10450.0,938574.0
2006-09-17,1271.62,1.8,10450.0,1129478.0
2006-09-18,1271.62,1.8,10450.0,1129478.0
2006-09-19,1271.62,1.8,10850.0,296750.0
2006-09-20,1271.62,1.8,10650.0,1180566.0
2006-09-21,1271.62,1.8,10450.0,1446100.0
2006-09-22,1271.62,1.8,9950.0,1414732.0
2006-09-23,1271.62,1.8,8830.0,1121034.0
2006-09-24,1271.62,1.8,8830.0,1655246.0
2006-09-25,1271.62,1.8,8830.0,1655246.0
2006-09-26,1271.62,1.8,8090.0,1428668.0
2006-09-27,1271.62,1.8,7720.0,1596365.0
2006-09-28,1271.62,1.8,7230.0,1581443.0
2006-09-29,1271.62,1.8,7010.0,1525248.0
2006-09-30,1271.62,1.8,7010.0,1366010.0
2006-10-01,1209.31,-5.9,6340.0,70748.0
2006-10-02,1209.31,-5.9,6340.0,1728720.0
2006-10-03,1209.31,-5.9,6340.0,817266.0
2006-10-04,1209.31,-5.9,6340.0,1179984.0
2006-10-05,1209.31,-5.9,5460.0,144390.0
2006-10-06,1209.31,-5.9,5460.0,1132018.0
2006-10-07,1209.31,-5.9,5460.0,1132018.0
2006-10-08,1209.31,-5.9,5460.0,1132018.0
2006-10-09,1209.31,-5.9,5460.0,1132018.0
2006-10-10,1209.31,-5.9,4570.0,1192220.0
2006-10-11,1209.31,-5.9,3870.0,481772.0
2006-10-12,1209.31,-5.9,3620.0,255088.0
2006-10-13,1209.31,-5.9,3520.0,1109828.0
2006-10-14,1209.31,-5.9,3300.0,600608.0
2006-10-15,1209.31,-5.9,3300.0,1164138.0
2006-10-16,1209.31,-5.9,3300.0,1164138.0
2006-10-17,1209.31,-5.9,2960.0,951300.0
2006-10-18,1209.31,-5.9,2840.0,971498.0
2006-10-19,1209.31,-5.9,2780.0,920434.0
2006-10-20,1209.31,-5.9,2730.0,1106082.0
2006-10-21,1209.31,-5.9,2570.0,1140020.0
2006-10-22,1209.31,-5.9,2570.0,959170.0
2006-10-23,1209.31,-5.9,2570.0,959170.0
2006-10-24,1209.31,-5.9,2585.0,493636.0
2006-10-25,1209.31,-5.9,2445.0,944998.0
2006-10-26,1209.31,-5.9,2370.0,1016906.0
2006-10-27,1209.31,-5.9,2275.0,886568.0
2006-10-28,1209.31,-5.9,2190.0,93400.0
2006-10-29,1209.31,-5.9,2190.0,434852.0
2006-10-30,1209.31,-5.9,2190.0,434852.0
2006-10-31,1209.31,-5.9,2150.0,884360.0
2006-11-01,1186.67,-7.0,2190.0,205355.0
2006-11-02,1186.67,-7.0,2155.0,331576.0
2006-11-03,1186.67,-7.0,2155.0,397092.0
2006-11-04,1186.67,-7.0,2165.0,198934.0
2006-11-05,1186.67,-7.0,2165.0,419560.0
2006-11-06,1186.67,-7.0,2165.0,419560.0
2006-11-07,1186.67,-7.0,2245.0,274286.0
2006-11-08,1186.67,-7.0,2512.5,250800.0
2006-11-09,1186.67,-7.0,2444.0,325800.0
2006-11-10,1186.67,-7.0,2569.0,468220.0
2006-11-11,1186.67,-7.0,2670.0,291340.0
2006-11-12,1186.67,-7.0,2670.0,567680.0
2006-11-13,1186.67,-7.0,2670.0,567680.0
2006-11-14,1186.67,-7.0,2350.0,499106.0
2006-11-15,1186.67,-7.0,2290.0,591640.0
2006-11-16,1186.67,-7.0,2380.0,524583.0
2006-11-17,1186.67,-7.0,2810.0,260710.0
2006-11-18,1186.67,-7.0,2810.0,153410.0
2006-11-19,1186.67,-7.0,2810.0,780740.0
2006-11-20,1186.67,-7.0,2810.0,780740.0
2006-11-21,1186.67,-7.0,2680.0,682990.0
2006-11-22,1186.67,-7.0,2750.0,715750.0
2006-11-23,1186.67,-7.0,2940.0,668538.0
2006-11-24,1186.67,-7.0,3050.0,814150.0
2006-11-25,1186.67,-7.0,3130.0,712150.0
2006-11-26,1186.67,-7.0,3130.0,1025400.0
2006-11-27,1186.67,-7.0,3130.0,1025400.0
2006-11-28,1186.67,-7.0,3470.0,359120.0
2006-11-29,1186.67,-7.0,3430.0,689220.0
2006-11-30,1186.67,-7.0,3540.0,840089.0
2006-12-01,1181.78,4.7,3340.0,778848.0
2006-12-02,1181.78,4.7,3340.0,629960.0
2006-12-03,1181.78,4.7,3340.0,907544.0
2006-12-04,1181.78,4.7,3340.0,907544.0
2006-12-05,1181.78,4.7,3230.0,593560.0
2006-12-06,1181.78,4.7,3140.0,482690.0
2006-12-07,1181.78,4.7,3070.0,521305.0
2006-12-08,1181.78,4.7,3470.0,514150.0
2006-12-09,1181.78,4.7,3460.0,292498.0
2006-12-10,1181.78,4.7,3460.0,830320.0
2006-12-11,1181.78,4.7,3460.0,830320.0
2006-12-12,1181.78,4.7,3360.0,682502.0
2006-12-13,1181.78,4.7,3240.0,422488.0
2006-12-14,1181.78,4.7,3140.0,675926.0
2006-12-15,1181.78,4.7,3140.0,673202.0
2006-12-16,1181.78,4.7,3040.0,196722.0
2006-12-17,1181.78,4.7,3040.0,479888.0
2006-12-18,1181.78,4.7,3040.0,479888.0
2006-12-19,1181.78,4.7,2940.0,288274.0
2006-12-20,1181.78,4.7,2860.0,312332.0
2006-12-21,1181.78,4.7,2840.0,311730.0
2006-12-22,1181.78,4.7,2900.0,308930.0
2006-12-23,1181.78,4.7,2900.0,139110.0
2006-12-24,1181.78,4.7,2900.0,129490.0
2006-12-25,1181.78,4.7,2900.0,129490.0
2006-12-26,1181.78,4.7,2970.0,410310.0
2006-12-27,1181.78,4.7,2970.0,362626.0
2006-12-28,1181.78,4.7,2990.0,287100.0
2006-12-29,1181.78,4.7,2990.0,288730.0
2006-12-30,1181.78,4.7,2940.0,53150.0
2006-12-31,1181.78,4.7,2940.0,111330.0
2007-01-01,1170.16,1.7,2940.0,111330.0
2007-01-02,1170.16,1.7,2940.0,111330.0
2007-01-03,1170.16,1.7,2830.0,706048.0
2007-01-04,1170.16,1.7,2830.0,508890.0
2007-01-05,1170.16,1.7,2870.0,538870.0
2007-01-06,1170.16,1.7,2870.0,478542.0
2007-01-07,1170.16,1.7,2870.0,600958.0
2007-01-08,1170.16,1.7,2870.0,600958.0
2007-01-09,1170.16,1.7,2720.0,350738.0
2007-01-10,1170.16,1.7,2630.0,48298.0
2007-01-11,1170.16,1.7,2590.0,351292.0
2007-01-12,1170.16,1.7,2560.0,391808.0
2007-01-13,1170.16,1.7,2545.0,185200.0
2007-01-14,1170.16,1.7,2545.0,412382.0
2007-01-15,1170.16,1.7,2545.0,412382.0
2007-01-16,1170.16,1.7,2472.0,131004.0
2007-01-17,1170.16,1.7,2411.0,468924.0
2007-01-18,1170.16,1.7,2372.0,395490.0
2007-01-19,1170.16,1.7,2333.5,144092.0
2007-01-20,1170.16,1.7,2300.0,305234.0
2007-01-21,1170.16,1.7,2300.0,547154.0
2007-01-22,1170.16,1.7,2300.0,547154.0
2007-01-23,1170.16,1.7,2300.0,497218.0
2007-01-24,1170.16,1.7,2190.0,422236.0
2007-01-25,1170.16,1.7,2060.0,314246.0
2007-01-26,1170.16,1.7,2020.0,353083.0
2007-01-27,1170.16,1.7,2060.0,242168.0
2007-01-28,1170.16,1.7,2060.0,624872.0
2007-01-29,1170.16,1.7,2060.0,624872.0
2007-01-30,1170.16,1.7,2100.0,188385.0
2007-01-31,1170.16,1.7,2100.0,156298.0
2007-02-01,1164.37,5.8,2060.0,482705.0
2007-02-02,1164.37,5.8,2070.0,289841.0
2007-02-03,1164.37,5.8,2070.0,106747.0
2007-02-04,1164.37,5.8,2070.0,541652.0
2007-02-05,1164.37,5.8,2070.0,541652.0
2007-02-06,1164.37,5.8,2080.0,182154.0
2007-02-07,1164.37,5.8,2080.0,579453.0
2007-02-08,1164.37,5.8,2060.0,616452.0
2007-02-09,1164.37,5.8,2050.0,336904.0
2007-02-10,1164.37,5.8,1830.0,569158.0
2007-02-11,1164.37,5.8,1830.0,2984.0
2007-02-12,1164.37,5.8,1830.0,1012858.0
2007-02-13,1164.37,5.8,1800.0,605244.0
2007-02-14,1164.37,5.8,1800.0,564906.0
2007-02-15,1164.37,5.8,1880.0,134710.0
2007-02-16,1164.37,5.8,2000.0,47248.0
2007-02-17,1164.37,5.8,2000.0,800.0
2007-02-18,1164.37,5.8,2000.0,800.0
2007-02-19,1164.37,5.8,2000.0,800.0
2007-02-20,1164.37,5.8,2000.0,800.0
2007-02-21,1164.37,5.8,2140.0,106432.0
2007-02-22,1164.37,5.8,2270.0,175102.0
2007-02-23,1164.37,5.8,2190.0,653284.0
2007-02-24,1164.37,5.8,2090.0,583828.0
2007-02-25,1164.37,5.8,2090.0,620638.0
2007-02-26,1164.37,5.8,2090.0,620638.0
2007-02-27,1164.37,5.8,2090.0,528062.0
2007-02-28,1164.37,5.8,2130.0,488337.0
2007-03-01,1185.85,-2.3,2040.0,420808.0
2007-03-02,1185.85,-2.3,2040.0,484796.0
2007-03-03,1185.85,-2.3,2040.0,265398.0
2007-03-04,1185.85,-2.3,2040.0,316026.0
2007-03-05,1185.85,-2.3,2040.0,316026.0
2007-03-06,1185.85,-2.3,2150.0,188764.0
2007-03-07,1185.85,-2.3,2190.0,312892.0
2007-03-08,1185.85,-2.3,2230.0,568733.0
2007-03-09,1185.85,-2.3,2150.0,641418.0
2007-03-10,1185.85,-2.3,2110.0,426646.0
2007-03-11,1185.85,-2.3,2110.0,579742.0
2007-03-12,1185.85,-2.3,2110.0,579742.0
2007-03-13,1185.85,-2.3,2110.0,562138.0
2007-03-14,1185.85,-2.3,2110.0,456998.0
2007-03-15,1185.85,-2.3,2110.0,627960.0
2007-03-16,1185.85,-2.3,2290.0,362162.0
2007-03-17,1185.85,-2.3,2430.0,141834.0
2007-03-18,1185.85,-2.3,2430.0,755286.0
2007-03-19,1185.85,-2.3,2430.0,755286.0
2007-03-20,1185.85,-2.3,2420.0,567242.0
2007-03-21,1185.85,-2.3,2540.0,501383.0
2007-03-22,1185.85,-2.3,2640.0,369240.0
2007-03-23,1185.85,-2.3,2650.0,431786.0
2007-03-24,1185.85,-2.3,2870.0,366807.0
2007-03-25,1185.85,-2.3,2870.0,353558.0
2007-03-26,1185.85,-2.3,2870.0,353558.0
2007-03-27,1185.85,-2.3,2930.0,400206.0
2007-03-28,1185.85,-2.3,2850.0,258462.0
2007-03-29,1185.85,-2.3,2680.0,277636.0
2007-03-30,1185.85,-2.3,2760.0,160586.0
2007-03-31,1185.85,-2.3,2750.0,122704.0
2007-04-01,1215.32,-0.2,2750.0,271698.0
2007-04-02,1215.32,-0.2,2750.0,271698.0
2007-04-03,1215.32,-0.2,2840.0,218764.0
2007-04-04,1215.32,-0.2,2840.0,238930.0
2007-04-05,1215.32,-0.2,2840.0,214608.0
2007-04-06,1215.32,-0.2,2760.0,227002.0
2007-04-07,1215.32,-0.2,2670.0,106786.0
2007-04-08,1215.32,-0.2,2670.0,227996.0
2007-04-09,1215.32,-0.2,2670.0,227996.0
2007-04-10,1215.32,-0.2,2640.0,116616.0
2007-04-11,1215.32,-0.2,2820.0,216802.0
2007-04-12,1215.32,-0.2,2820.0,295010.0
2007-04-13,1215.32,-0.2,2690.0,313884.0
2007-04-14,1215.32,-0.2,2760.0,116154.0
2007-04-15,1215.32,-0.2,2760.0,275584.0
2007-04-16,1215.32,-0.2,2760.0,275584.0
2007-04-17,1215.32,-0.2,2800.0,281212.0
2007-04-18,1215.32,-0.2,2930.0,306392.0
2007-04-19,1215.32,-0.2,3010.0,335698.0
2007-04-20,1215.32,-0.2,2722.0,236876.0
2007-04-21,1215.32,-0.2,2727.5,147778.0
2007-04-22,1215.32,-0.2,2727.5,418524.0
2007-04-23,1215.32,-0.2,2727.5,418524.0
2007-04-24,1215.32,-0.2,2705.5,308610.0
2007-04-25,1215.32,-0.2,2738.5,342156.0
2007-04-26,1215.32,-0.2,2795.0,354754.0
2007-04-27,1215.32,-0.2,2740.0,349210.0
2007-04-28,1215.32,-0.2,2710.0,219264.0
2007-04-29,1215.32,-0.2,2710.0,511852.0
2007-04-30,1215.32,-0.2,2710.0,511852.0
2007-05-01,1238.5,-2.3,2620.0,334158.0
2007-05-02,1238.5,-2.3,2620.0,523370.0
2007-05-03,1238.5,-2.3,2620.0,393334.0
2007-05-04,1238.5,-2.3,2525.0,397958.0
2007-05-05,1238.5,-2.3,2415.0,204071.0
2007-05-06,1238.5,-2.3,2415.0,502032.0
2007-05-07,1238.5,-2.3,2415.0,502032.0
2007-05-08,1238.5,-2.3,2310.0,600518.0
2007-05-09,1238.5,-2.3,2225.0,591646.0
2007-05-10,1238.5,-2.3,2272.0,437554.0
2007-05-11,1238.5,-2.3,2205.0,456163.0
2007-05-12,1238.5,-2.3,2589.0,267070.0
2007-05-13,1238.5,-2.3,2589.0,623770.0
2007-05-14,1238.5,-2.3,2589.0,623770.0
2007-05-15,1238.5,-2.3,2505.5,578912.0
2007-05-16,1238.5,-2.3,2550.0,666082.0
2007-05-17,1238.5,-2.3,2561.0,490496.0
2007-05-18,1238.5,-2.3,2578.0,404757.0
2007-05-19,1238.5,-2.3,2433.0,350954.0
2007-05-20,1238.5,-2.3,2433.0,874084.0
2007-05-21,1238.5,-2.3,2433.0,874084.0
2007-05-22,1238.5,-2.3,2444.5,750582.0
2007-05-23,1238.5,-2.3,2527.5,347540.0
2007-05-24,1238.5,-2.3,2483.5,382862.0
2007-05-25,1238.5,-2.3,2483.5,566508.0
2007-05-26,1238.5,-2.3,2383.5,319917.0
2007-05-27,1238.5,-2.3,2383.5,928564.0
2007-05-28,1238.5,-2.3,2383.5,928564.0
2007-05-29,1238.5,-2.3,2217.0,775792.0
2007-05-30,1238.5,-2.3,2217.0,699394.0
2007-05-31,1238.5,-2.3,2217.0,729620.0
2007-06-01,1248.58,-3.3,2239.0,316518.0
2007-06-02,1248.58,-3.3,2331.5,602631.0
2007-06-03,1248.58,-3.3,2331.5,813486.0
2007-06-04,1248.58,-3.3,2331.5,813486.0
2007-06-05,1248.58,-3.3,2483.5,834924.0
2007-06-06,1248.58,-3.3,2690.0,629640.0
2007-06-07,1248.58,-3.3,2690.0,831996.0
2007-06-08,1248.58,-3.3,2730.0,625644.0
2007-06-09,1248.58,-3.3,2870.0,574820.0
2007-06-10,1248.58,-3.3,2870.0,1181600.0
2007-06-11,1248.58,-3.3,2870.0,1181600.0
2007-06-12,1248.58,-3.3,2870.0,755266.0
2007-06-13,1248.58,-3.3,2920.0,918174.0
2007-06-14,1248.58,-3.3,2920.0,862584.0
2007-06-15,1248.58,-3.3,3020.0,699462.0
2007-06-16,1248.58,-3.3,3140.0,721678.0
2007-06-17,1248.58,-3.3,3140.0,1109378.0
2007-06-18,1248.58,-3.3,3140.0,1109378.0
2007-06-19,1248.58,-3.3,3300.0,900034.0
2007-06-20,1248.58,-3.3,3650.0,785856.0
2007-06-21,1248.58,-3.3,4400.0,433558.0
2007-06-22,1248.58,-3.3,6060.0,870824.0
2007-06-23,1248.58,-3.3,5800.0,553862.0
2007-06-24,1248.58,-3.3,5800.0,1109480.0
2007-06-25,1248.58,-3.3,5800.0,1109480.0
2007-06-26,1248.58,-3.3,5110.0,1029978.0
2007-06-27,1248.58,-3.3,4790.0,756252.0
2007-06-28,1248.58,-3.3,4760.0,362602.0
2007-06-29,1248.58,-3.3,4820.0,728316.0
2007-06-30,1248.58,-3.3,5870.0,512120.0
2007-07-01,1256.43,4.2,5870.0,389932.0
2007-07-02,1256.43,4.2,5870.0,389932.0
2007-07-03,1256.43,4.2,5570.0,290902.0
2007-07-04,1256.43,4.2,5570.0,345426.0
2007-07-05,1256.43,4.2,5360.0,266078.0
2007-07-06,1256.43,4.2,5140.0,314076.0
2007-07-07,1256.43,4.2,4910.0,209008.0
2007-07-08,1256.43,4.2,4910.0,497090.0
2007-07-09,1256.43,4.2,4910.0,497090.0
2007-07-10,1256.43,4.2,4800.0,309718.0
2007-07-11,1256.43,4.2,4560.0,278766.0
2007-07-12,1256.43,4.2,4860.0,213154.0
2007-07-13,1256.43,4.2,5240.0,315914.0
2007-07-14,1256.43,4.2,5270.0,273924.0
2007-07-15,1256.43,4.2,5270.0,431858.0
2007-07-16,1256.43,4.2,5270.0,431858.0
2007-07-17,1256.43,4.2,5320.0,194658.0
2007-07-18,1256.43,4.2,5320.0,397904.0
2007-07-19,1256.43,4.2,5270.0,299914.0
2007-07-20,1256.43,4.2,5410.0,326728.0
2007-07-21,1256.43,4.2,5595.0,63920.0
2007-07-22,1256.43,4.2,5595.0,379186.0
2007-07-23,1256.43,4.2,5595.0,379186.0
2007-07-24,1256.43,4.2,5640.0,383286.0
2007-07-25,1256.43,4.2,5645.0,286178.0
2007-07-26,1256.43,4.2,5440.0,411820.0
2007-07-27,1256.43,4.2,5375.0,346110.0
2007-07-28,1256.43,4.2,5216.5,233348.0
2007-07-29,1256.43,4.2,5216.5,407486.0
2007-07-30,1256.43,4.2,5216.5,407486.0
2007-07-31,1256.43,4.2,5431.5,375394.0
2007-08-01,1289.47,0.8,5600.0,380754.0
2007-08-02,1289.47,0.8,5250.0,364726.0
2007-08-03,1289.47,0.8,5350.0,316002.0
2007-08-04,1289.47,0.8,5000.0,215290.0
2007-08-05,1289.47,0.8,5000.0,397916.0
2007-08-06,1289.47,0.8,5000.0,397916.0
2007-08-07,1289.47,0.8,4900.0,397726.0
2007-08-08,1289.47,0.8,5000.0,398328.0
2007-08-09,1289.47,0.8,4810.0,305488.0
2007-08-10,1289.47,0.8,4610.0,314778.0
2007-08-11,1289.47,0.8,5010.0,227318.0
2007-08-12,1289.47,0.8,5010.0,503664.0
2007-08-13,1289.47,0.8,5010.0,503664.0
2007-08-14,1289.47,0.8,4810.0,405570.0
2007-08-15,1289.47,0.8,4450.0,253908.0
2007-08-16,1289.47,0.8,4450.0,434699.0
2007-08-17,1289.47,0.8,4730.0,329260.0
2007-08-18,1289.47,0.8,5520.0,251226.0
2007-08-19,1289.47,0.8,5520.0,553088.0
2007-08-20,1289.47,0.8,5520.0,553088.0
2007-08-21,1289.47,0.8,5680.0,447770.0
2007-08-22,1289.47,0.8,5700.0,323944.0
2007-08-23,1289.47,0.8,6110.0,393230.0
2007-08-24,1289.47,0.8,6080.0,514496.0
2007-08-25,1289.47,0.8,6290.0,301852.0
2007-08-26,1289.47,0.8,6290.0,540968.0
2007-08-27,1289.47,0.8,6290.0,540968.0
2007-08-28,1289.47,0.8,6490.0,401126.0
2007-08-29,1289.47,0.8,6560.0,451044.0
2007-08-30,1289.47,0.8,6890.0,464250.0
2007-08-31,1289.47,0.8,6430.0,420028.0
2007-09-01,1294.71,8.8,7640.0,838752.0
2007-09-02,1294.71,8.8,7640.0,1064946.0
2007-09-03,1294.71,8.8,7640.0,1064946.0
2007-09-04,1294.71,8.8,7510.0,1124498.0
2007-09-05,1294.71,8.8,7590.0,1265386.0
2007-09-06,1294.71,8.8,7730.0,1125446.0
2007-09-07,1294.71,8.8,7690.0,1100296.0
2007-09-08,1294.71,8.8,8280.0,1104466.0
2007-09-09,1294.71,8.8,8280.0,1425570.0
2007-09-10,1294.71,8.8,8280.0,1425570.0
2007-09-11,1294.71,8.8,8690.0,1319364.0
2007-09-12,1294.71,8.8,8890.0,1393116.0
2007-09-13,1294.71,8.8,8900.0,1512648.0
2007-09-14,1294.71,8.8,9320.0,1644156.0
2007-09-15,1294.71,8.8,10150.0,1219356.0
2007-09-16,1294.71,8.8,10150.0,1686098.0
2007-09-17,1294.71,8.8,10150.0,1686098.0
2007-09-18,1294.71,8.8,9650.0,1727519.0
2007-09-19,1294.71,8.8,10150.0,1666140.0
2007-09-20,1294.71,8.8,9950.0,1696996.0
2007-09-21,1294.71,8.8,9950.0,1524025.0
2007-09-22,1294.71,8.8,9950.0,916984.0
2007-09-23,1294.71,8.8,9950.0,74048.0
2007-09-24,1294.71,8.8,9950.0,223734.0
2007-09-25,1294.71,8.8,9950.0,86960.0
2007-09-26,1294.71,8.8,9950.0,86960.0
2007-09-27,1294.71,8.8,9950.0,86960.0
2007-09-28,1294.71,8.8,9600.0,1397218.0
2007-09-29,1294.71,8.8,8500.0,941318.0
2007-09-30,1294.71,8.8,8500.0,1683286.0
2007-10-01,1340.49,1.1,8500.0,1683286.0
2007-10-02,1340.49,1.1,7850.0,1516508.0
2007-10-03,1340.49,1.1,7050.0,1228470.0
2007-10-04,1340.49,1.1,7050.0,1255782.0
2007-10-05,1340.49,1.1,6950.0,988500.0
2007-10-06,1340.49,1.1,7850.0,682566.0
2007-10-07,1340.49,1.1,7850.0,1270293.0
2007-10-08,1340.49,1.1,7850.0,1270293.0
2007-10-09,1340.49,1.1,8130.0,1047666.0
2007-10-10,1340.49,1.1,8340.0,1281564.0
2007-10-11,1340.49,1.1,8450.0,1030372.0
2007-10-12,1340.49,1.1,8200.0,1202382.0
2007-10-13,1340.49,1.1,8820.0,909214.0
2007-10-14,1340.49,1.1,8820.0,1081734.0
2007-10-15,1340.49,1.1,8820.0,1081734.0
2007-10-16,1340.49,1.1,9160.0,1085688.0
2007-10-17,1340.49,1.1,9250.0,1067368.0
2007-10-18,1340.49,1.1,8900.0,862558.0
2007-10-19,1340.49,1.1,9040.0,1007074.0
2007-10-20,1340.49,1.1,9830.0,744370.0
2007-10-21,1340.49,1.1,9830.0,1046480.0
2007-10-22,1340.49,1.1,9830.0,1046480.0
2007-10-23,1340.49,1.1,9830.0,886894.0
2007-10-24,1340.49,1.1,10030.0,433876.0
2007-10-25,1340.49,1.1,10030.0,251838.0
2007-10-26,1340.49,1.1,9880.0,363394.0
2007-10-27,1340.49,1.1,9420.0,227520.0
2007-10-28,1340.49,1.1,9420.0,504228.0
2007-10-29,1340.49,1.1,9420.0,504228.0
2007-10-30,1340.49,1.1,9200.0,414214.0
2007-10-31,1340.49,1.1,8800.0,482435.0
2007-11-01,1404.45,-7.7,8540.0,386483.0
2007-11-02,1404.45,-7.7,8200.0,424013.0
2007-11-03,1404.45,-7.7,7880.0,193614.0
2007-11-04,1404.45,-7.7,7880.0,470791.0
2007-11-05,1404.45,-7.7,7880.0,470791.0
2007-11-06,1404.45,-7.7,7750.0,470421.0
2007-11-07,1404.45,-7.7,7430.0,398182.0
2007-11-08,1404.45,-7.7,7100.0,429803.0
2007-11-09,1404.45,-7.7,6730.0,449528.0
