,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
연도별,시도별,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주도
2014.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,-,0,0,0,0,0,4022,0,0,198
2014.16,10a당 생산량 (kg),0,0,0,0,0,0,0,-,0,0,0,0,0,6973,0,0,6199
2014.17,생산량 (톤),0,0,0,0,0,0,0,-,0,0,0,0,0,280454,0,0,12274
2015,노지배추:면적 (ha),7,119,55,201,81,58,109,0,1717,5980,1802,1588,2086,7867,2590,806,220
2015.1,10a당 생산량 (kg),9329,9648,10009,12043,12044,12195,11514,0,9510,4385,9468,10479,9849,9175,7065,10965,5470
2015.2,생산량 (톤),653,11481,5505,24207,9756,7073,12550,0,163280,262248,170607,166401,205450,721789,182986,88374,12033
2015.3,노지봄배추:면적 (ha),0,35,4,4,3,0,8,0,334,5020,400,162,500,1136,1159,197,102
2015.4,10a당 생산량 (kg),0,6074,4450,3175,4033,0,4475,0,4567,3231,4233,4475,5663,4895,3571,5702,5221
2015.5,생산량 (톤),0,2126,178,127,121,0,358,0,15254,162181,16932,7250,28314,55607,41387,11232,5325
2015.6,일반봄배추:면적 (ha),0,35,4,4,3,0,8,0,334,652,400,162,379,1136,951,173,102
2015.7,10a당 생산량 (kg),0,6073,4453,3182,4042,0,4478,0,4567,3912,4233,4475,6410,4895,3549,5755,5221
2015.8,생산량 (톤),0,2126,178,127,121,0,358,0,15254,25506,16932,7250,24294,55607,33751,9956,5325
2015.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,4368,0,0,121,0,208,24,0
2015.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,3129,0,0,3322,0,3671,5317,0
2015.11,생산량 (톤),0,0,0,0,0,0,0,0,0,136675,0,0,4020,0,7636,1276,0
2015.12,노지가을배추:면적 (ha),7,84,51,197,78,58,101,0,1383,960,1402,1426,1586,3349,1431,609,2
2015.13,10a당 생산량 (kg),9324,11137,10444,12223,12352,12194,12071,0,10703,10424,10961,11161,11169,12265,9895,12667,11327
2015.14,생산량 (톤),653,9355,5327,24080,9635,7073,12192,0,148026,100067,153675,159151,177136,410740,141599,77142,227
2015.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,3382,0,0,116
2015.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,7553,0,0,5587
2015.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,255442,0,0,6481
2016,노지배추:면적 (ha),4,44,52,123,85,46,55,49,1526,5437,1823,1522,1603,6684,2755,908,377
2016.1,10a당 생산량 (kg),7475,10834,9133,10225,8992,8667,10353,10457,9014,4506,8174,8604,8927,8621,6920,7235,6440
2016.2,생산량 (톤),299,4767,4749,12577,7643,3987,5694,5124,137555,245006,149009,130954,143104,576229,190656,65692,24280
2016.3,노지봄배추:면적 (ha),1,3,5,4,1,1,2,2,246,4540,574,295,321,482,1301,330,164
2016.4,10a당 생산량 (kg),4500,6100,4460,3200,4100,1900,5250,3400,4455,3298,5153,3331,4970,4622,4509,4780,4910
2016.5,생산량 (톤),45,183,223,128,41,19,105,68,10959,149751,29578,9826,15953,22278,58665,15775,8052
2016.6,일반봄배추:면적 (ha),1,3,5,4,1,1,2,2,246,600,574,295,240,482,1017,265,164
2016.7,10a당 생산량 (kg),4455,6105,4453,3190,4092,1943,5227,3416,4455,4812,5153,3331,5142,4622,4459,4658,4910
2016.8,생산량 (톤),45,183,223,128,41,19,105,68,10959,28872,29578,9826,12341,22278,45348,12344,8052
2016.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,3940,0,0,81,0,284,65,0
2016.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,3068,0,0,4459,0,4689,5279,0
2016.11,생산량 (톤),0,0,0,0,0,0,0,0,0,120879,0,0,3612,0,13317,3431,0
2016.12,노지가을배추:면적 (ha),3,41,47,119,84,45,53,47,1280,897,1249,1227,1282,3021,1454,578,2
2016.13,10a당 생산량 (kg),8461,11180,9630,10461,9050,8818,10545,10757,9890,10619,9562,9872,9918,10342,9078,8636,10342
2016.14,생산량 (톤),254,4584,4526,12449,7602,3968,5589,5056,126596,95255,119431,121128,127151,312418,131991,49917,207
2016.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,3181,0,0,211
2016.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,7593,0,0,7593
2016.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,241533,0,0,16021
2017,노지배추:면적 (ha),5,102,117,135,94,67,96,35,1647,6755,2836,1797,2172,8580,3993,1128,460
2017.1,10a당 생산량 (kg),9984,6935,8403,10956,10228,9107,9225,10982,8917,5770,7374,9925,8634,8380,7032,7489,6433
2017.2,생산량 (톤),517,7041,9854,14785,9608,6069,8874,3848,146817,389775,209084,178351,187530,718968,280788,84513,29582
2017.3,노지봄배추:면적 (ha),1,29,33,5,7,0,8,0,209,5575,1015,249,621,1499,1990,500,249
2017.4,10a당 생산량 (kg),4599,6106,4453,3194,4246,1650,4754,0,4608,4935,4311,5337,4929,4685,4585,4762,5095
2017.5,생산량 (톤),23,1771,1485,144,278,5,391,0,9637,275122,43757,13291,30598,70222,91245,23790,12681
2017.6,일반봄배추:면적 (ha),1,29,33,5,7,0,8,0,209,842,1015,249,497,1499,1468,494,249
2017.7,10a당 생산량 (kg),4608,6105,4453,3200,4249,1799,4757,0,4608,5616,4311,5337,5403,4685,4623,4757,5095
2017.8,생산량 (톤),23,1771,1485,144,278,5,391,0,9637,47271,43757,13291,26863,70222,67870,23490,12681
2017.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,4733,0,0,124,0,522,6,0
2017.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,4814,0,0,3024,0,4477,5200,0
2017.11,생산량 (톤),0,0,0,0,0,0,0,0,0,227851,0,0,3735,0,23375,300,0
2017.12,노지가을배추:면적 (ha),5,73,84,130,87,66,88,35,1437,1180,1821,1548,1551,2936,2003,629,0
2017.13,10a당 생산량 (kg),10551,7266,9973,11225,10676,9142,9643,10983,9544,9713,9081,10664,10116,10787,9463,9656,0
2017.14,생산량 (톤),494,5270,8369,14641,9330,6064,8483,3848,137180,114653,165327,165060,156932,316704,189543,60723,0
2017.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,4145,0,0,211
2017.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,8011,0,0,8011
2017.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,332042,0,0,16901
2018,노지배추:면적 (ha),5,69,72,131,60,54,110,39,1446,6906,2631,1391,2080,9412,3982,794,255
2018.1,10a당 생산량 (kg),9788,10816,8737,11541,9906,11628,10452,10225,10405,5598,8170,10115,8968,8523,7395,8813,6755
2018.2,생산량 (톤),510,7424,6258,15068,5968,6324,11472,3942,150500,386647,214955,140712,186563,802217,294479,69960,17208
2018.3,노지봄배추:면적 (ha),0,9,6,4,10,0,10,4,164,5632,711,197,647,1485,2113,248,149
2018.4,10a당 생산량 (kg),4132,6010,4458,3199,4262,1810,5001,3473,4584,4896,4850,6246,4124,4446,5345,5214,4628
2018.5,생산량 (톤),1,565,283,133,423,8,478,130,7510,275768,34482,12283,26677,66022,112953,12939,6900
2018.6,일반봄배추:면적 (ha),0,9,6,4,10,0,10,4,164,646,711,197,582,1485,1437,248,149
2018.7,10a당 생산량 (kg),4584,6013,4453,3200,4267,1839,5000,3465,4584,4805,4850,6246,4369,4446,5605,5214,4628
2018.8,생산량 (톤),1,565,283,133,423,8,478,130,7510,31063,34482,12283,25411,66022,80541,12939,6900
2018.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,4986,0,0,65,0,676,0,0
2018.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,4908,0,0,1942,0,4792,0,0
2018.11,생산량 (톤),0,0,0,0,0,0,0,0,0,244705,0,0,1266,0,32412,0,0
2018.12,노지가을배추:면적 (ha),5,59,65,126,50,54,100,35,1283,1274,1920,1194,1433,3244,1869,546,55
2018.13,10a당 생산량 (kg),9814,11580,9153,11815,11019,11708,10973,10951,11149,8703,9399,10752,11154,11763,9713,10450,11763
2018.14,생산량 (톤),509,6859,5975,14935,5545,6316,10994,3812,142990,110879,180473,128429,159886,381523,181526,57021,6479
2018.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,4684,0,0,51
2018.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,7572,0,0,7572
2018.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,354672,0,0,3829
2019,노지배추:면적 (ha),3,45,66,118,49,36,71,38,1430,6475,2114,1109,1411,7163,3096,738,241
2019.1,10a당 생산량 (kg),10295,11439,8978,11690,9258,9705,8857,10184,9070,5671,7171,9453,8633,7997,7335,7762,5170
2019.2,생산량 (톤),359,5133,5970,13801,4525,3522,6325,3909,129654,367215,151574,104831,121799,572835,227072,57246,12456
2019.3,노지봄배추:면적 (ha),0,5,22,6,8,0,13,1,215,5286,719,190,325,1190,1436,271,190
2019.4,10a당 생산량 (kg),3906,5395,4453,3206,4096,1864,4997,4055,4704,4788,4555,6492,5325,6638,5028,4729,4737
2019.5,생산량 (톤),1,243,996,200,335,5,650,44,10103,253104,32762,12318,17311,79004,72188,12799,8989
2019.6,일반봄배추:면적 (ha),0,5,22,6,8,0,13,1,215,689,719,190,269,1190,1109,271,190
2019.7,10a당 생산량 (kg),4704,5385,4453,3200,4093,1796,5000,4053,4704,5002,4555,6492,5833,6638,5274,4729,4737
2019.8,생산량 (톤),1,243,996,200,335,5,650,44,10103,34473,32762,12318,15677,79004,58494,12799,8989
2019.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,4597,0,0,56,0,327,0,0
2019.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,4756,0,0,2900,0,4193,0,0
2019.11,생산량 (톤),0,0,0,0,0,0,0,0,0,218631,0,0,1634,0,13694,0,0
2019.12,노지가을배추:면적 (ha),3,40,44,112,41,36,58,37,1215,1189,1394,919,1086,2666,1660,467,0
2019.13,10a당 생산량 (kg),10343,12114,11271,12163,10295,9764,9717,10362,9842,9600,8520,10064,9624,10130,9329,9520,10130
2019.14,생산량 (톤),358,4890,4974,13601,4190,3517,5675,3865,119551,114111,118812,92513,104488,270034,154884,44447,14
2019.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,3307,0,0,51
2019.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,6767,0,0,6767
2019.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,223797,0,0,3453
2020,노지배추:면적 (ha),3,71,94,125,64,51,74,38,1611,6783,2597,1504,2101,8766,3969,849,242
2020.1,10a당 생산량 (kg),8738,10590,8706,10402,10589,8505,9741,8133,8088,5647,7215,8844,9019,8280,6763,8656,5129
2020.2,생산량 (톤),229,7504,8151,12957,6738,4375,7200,3112,130309,383070,187381,133046,189497,725841,268380,73476,12401
2020.3,노지봄배추:면적 (ha),0,23,27,8,5,8,6,2,393,5263,595,230,575,1251,2022,263,192
2020.4,10a당 생산량 (kg),8065,5392,5385,3156,4097,1796,5000,4035,4661,4537,4550,6533,5441,6227,4953,4715,4737
2020.5,생산량 (톤),1,1237,1478,237,214,145,281,95,18335,238785,27072,15013,31304,77883,100179,12378,9091
2020.6,일반봄배추:면적 (ha),0,23,27,8,5,8,6,2,393,840,595,230,546,1251,1423,259,192
2020.7,10a당 생산량 (kg),4661,5394,5385,3159,4098,1796,5000,4045,4661,4958,4550,6533,5560,6227,5385,4714,4737
2020.8,생산량 (톤),1,1237,1478,237,214,145,281,95,18335,41637,27072,15013,30360,77883,76624,12203,9091
2020.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,4423,0,0,29,0,600,4,0
2020.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,4457,0,0,3217,0,3929,4740,0
2020.11,생산량 (톤),0,0,0,0,0,0,0,0,0,197148,0,0,944,0,23555,175,0
2020.12,노지가을배추:면적 (ha),3,48,66,117,58,43,68,36,1211,1520,2002,1275,1526,3349,1946,586,0
2020.13,10a당 생산량 (kg),8741,13079,10084,10867,11173,9754,10131,8401,9211,9492,8007,9261,10368,11095,8643,10422,0
2020.14,생산량 (톤),228,6267,6673,12720,6523,4230,6919,3017,111503,144285,160309,118033,158193,371543,168201,61098,0
2020.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,7,0,0,0,0,4167,0,0,50
2020.16,10a당 생산량 (kg),0,0,0,0,3388,0,0,0,6634,0,0,0,0,6634,0,0,6634
2020.17,생산량 (톤),0,0,0,0,1,0,0,0,471,0,0,0,0,276415,0,0,3310
2021,노지배추:면적 (ha),11,41,95,150,62,68,95,62,1473,7541,2989,1472,1834,7712,3255,640,142
2021.1,10a당 생산량 (kg),9150,10531,6574,9143,7997,7337,7473,8530,8141,5217,6672,8298,8090,8010,6043,8050,5202
2021.2,생산량 (톤),999,4276,6238,13711,4954,4975,7080,5326,119944,393382,199465,122170,148359,617727,196706,51498,7391
2021.3,노지봄배추:면적 (ha),5,5,27,12,19,9,10,12,288,6096,686,261,538,1250,1543,163,100
2021.4,10a당 생산량 (kg),4661,5325,4910,3149,4092,1791,5000,4051,4663,4579,4491,6549,5164,5839,4698,4706,4677
2021.5,생산량 (톤),228,259,1343,378,792,154,503,487,13434,279131,30787,17111,27769,72993,72474,7653,4656
2021.6,일반봄배추:면적 (ha),5,5,27,12,19,9,10,12,288,953,686,261,449,1250,1231,155,100
2021.7,10a당 생산량 (kg),4663,5317,4912,3150,4094,1796,5000,4047,4663,5167,4491,6549,5552,5839,4912,4704,4677
2021.8,생산량 (톤),228,259,1343,378,792,154,503,487,13434,49258,30787,17111,24901,72993,60477,7273,4656
2021.9,고랭지배추:면적 (ha),0,0,0,0,0,0,0,0,0,5143,0,0,89,0,312,8,0
2021.10,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,4470,0,0,3214,0,3850,4741,0
2021.11,생산량 (톤),0,0,0,0,0,0,0,0,0,229873,0,0,2868,0,11997,380,0
2021.12,노지가을배추:면적 (ha),6,36,68,138,43,59,85,50,1185,1445,2304,1211,1296,3226,1712,477,4
2021.13,10a당 생산량 (kg),12793,11239,7248,9664,9772,8143,7767,9598,8986,7906,7321,8676,9304,9933,7256,9190,9933
2021.14,생산량 (톤),771,4017,4895,13333,4162,4821,6577,4839,106510,114251,168678,105059,120590,320451,124232,43845,434
2021.15,노지겨울배추:면적 (ha),0,0,0,0,0,0,0,0,0,0,0,0,0,3236,0,0,38
2021.16,10a당 생산량 (kg),0,0,0,0,0,0,0,0,0,0,0,0,0,6931,0,0,6029
2021.17,생산량 (톤),0,0,0,0,0,0,0,0,0,0,0,0,0,224283,0,0,2301
