2000.6,2000.7,2000.8,2001.6,2001.7,2001.8,2002.6,2002.7,2002.8,2003.6,2003.7,2003.8,2004.6,2004.7,2004.8,2005.6,2005.7,2005.8,2006.6,2006.7,2006.8,2007.6,2007.7,2007.8,2008.6,2008.7,2008.8,2009.6,2009.7,2009.8,2010.6,2010.7,2010.8,2011.6,2011.7,2011.8,2012.6,2012.7,2012.8,2013.6,2013.7,2013.8,2014.6,2014.7,2014.8,2015.6,2015.7,2015.8,2016.6,2016.7,2016.8,2017.6,2017.7,2017.8,2018.6,2018.7,2018.8,2019.6,2019.7,2019.8,2020.6,2020.7,2020.8,2021.6,2021.7,2021.8
노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤)
2819,10624,299491,2852,10980,313150,2209,10726,236937,2205,10013,220787,2541,11195,284465,1712,10814,185136,2302,10324,237657,2008,9224,185217,2143,10728,229901,2114,11210,236990,2058,8877,182698,2401,10410,249951,1767,9803,173226,1763,9861,173849,1868,10937,204312,1426,11161,159151,1227,9872,121128,1548,10664,165060,1194,10752,128429,919,10064,92513,1275,9261,118033,1211,8676,105059
