2000.3,2000.4,2000.5,2001.3,2001.4,2001.5,2002.3,2002.4,2002.5,2003.3,2003.4,2003.5,2004.3,2004.4,2004.5,2005.3,2005.4,2005.5,2006.3,2006.4,2006.5,2007.3,2007.4,2007.5,2008.3,2008.4,2008.5,2009.3,2009.4,2009.5,2010.3,2010.4,2010.5,2011.3,2011.4,2011.5,2012.3,2012.4,2012.5,2013.3,2013.4,2013.5,2014.3,2014.4,2014.5,2015.3,2015.4,2015.5,2016.3,2016.4,2016.5,2017.3,2017.4,2017.5,2018.3,2018.4,2018.5,2019.3,2019.4,2019.5,2020.3,2020.4,2020.5,2021.3,2021.4,2021.5
고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지배추:면적 (ha),10a당 생산량 (kg),생산량 (톤)
584,3942,23021,372,4143,15412,399,3499,13961,481,3774,18153,399,3976,15864,415,3884,16119,612,4389,26861,356,4194,14931,471,3869,18223,122,3664,4470,123,3906,4804,88,3966,3490,278,3877,10778,130,3916,5091,298,4403,13121,208,3671,7636,284,4689,13317,522,4477,23375,676,4792,32412,327,4193,13694,600,3929,23555,312,3850,11997
