2000.6,2000.7,2000.8,2001.6,2001.7,2001.8,2002.6,2002.7,2002.8,2003.6,2003.7,2003.8,2004.6,2004.7,2004.8,2005.6,2005.7,2005.8,2006.6,2006.7,2006.8,2007.6,2007.7,2007.8,2008.6,2008.7,2008.8,2009.6,2009.7,2009.8,2010.6,2010.7,2010.8,2011.6,2011.7,2011.8,2012.6,2012.7,2012.8,2013.6,2013.7,2013.8,2014.6,2014.7,2014.8,2015.6,2015.7,2015.8,2016.6,2016.7,2016.8,2017.6,2017.7,2017.8,2018.6,2018.7,2018.8,2019.6,2019.7,2019.8,2020.6,2020.7,2020.8,2021.6,2021.7,2021.8
노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤),노지가을배추:면적 (ha),10a당 생산량 (kg),생산량 (톤)
2060,11817,243430,1435,11808,169445,1340,11147,149370,1449,10621,153898,1649,11423,188365,1212,11661,141331,1750,11510,201430,1380,10390,143378,1585,11017,174614,1531,12162,186201,1485,9628,142969,1805,10298,185880,1265,10458,132299,1420,10767,152890,1728,11041,190784,1586,11169,177136,1282,9918,127151,1551,10116,156932,1433,11154,159886,1086,9624,104488,1526,10368,158193,1296,9304,120590
